# Model:
# Number_of_Rigid_Bodies:1
# Number_of_Frames:201
# Sampling_Frequency:100

# ***** Coordinates [m] *****
# Frame,Time,Body_1_X,Body_1_Y,Body_1_Ux,Body_1_Uy
103.0,1.03,0.0,0.0,0.0,0.0
104.0,1.04,0.0,0.0,0.0,0.0
105.0,1.05,0.0,0.0,0.0,0.0
106.0,1.06,0.0,0.0,0.0,0.0
107.0,1.07,0.0,0.0,0.0,0.0
108.0,1.08,0.0,0.0,0.0,0.0
109.0,1.09,0.0,0.0,0.0,0.0
110.0,1.1,0.0,0.0,0.0,0.0
111.0,1.11,0.0,0.0,0.0,0.0
112.0,1.12,0.0,0.0,0.0,0.0
113.0,1.13,0.0,0.0,0.0,0.0
114.0,1.14,0.0,0.0,0.0,0.0
115.0,1.15,0.0,0.0,0.0,0.0
116.0,1.16,0.0,0.0,0.0,0.0
117.0,1.17,0.0,0.0,0.0,0.0
118.0,1.18,0.0,0.0,0.0,0.0
119.0,1.19,0.0,0.0,0.0,0.0
120.0,1.2,0.0,0.0,0.0,0.0
121.0,1.21,0.0,0.0,0.0,0.0
122.0,1.22,0.0,0.0,0.0,0.0
123.0,1.23,0.0,0.0,0.0,0.0
124.0,1.24,0.0,0.0,0.0,0.0
125.0,1.25,0.0,0.0,0.0,0.0
126.0,1.26,0.0,0.0,0.0,0.0
127.0,1.27,0.0,0.0,0.0,0.0
128.0,1.28,0.0,0.0,0.0,0.0
129.0,1.29,0.0,0.0,0.0,0.0
130.0,1.3,-0.0,-0.0,-0.0,-0.0
131.0,1.31,-0.0,-0.0,-0.0,-0.0
132.0,1.32,-0.0,-0.0,-0.0,-0.0
133.0,1.33,-0.0,-0.0,-0.0,-0.0
134.0,1.34,-0.0,-0.0,-0.0,-0.0
135.0,1.35,-0.0,-0.0,-0.0,-0.0
136.0,1.36,-0.0,-0.0,-0.0,-0.0
137.0,1.37,-0.0,-0.0,-0.0,-0.0
138.0,1.38,-0.0,-0.0,-0.0,-0.0
139.0,1.39,-0.0,-0.0,-0.0,-0.0
140.0,1.4,-0.0,-0.0,-0.0,-0.0
141.0,1.41,-0.0,-0.0,-0.0,-0.0
142.0,1.42,-0.0,-0.0,-0.0,-0.0
143.0,1.43,-0.0,-0.0,-0.0,-0.0
144.0,1.44,-0.0,-0.0,-0.0,-0.0
145.0,1.45,-0.0,-0.0,-0.0,-0.0
146.0,1.46,-0.0,-0.0,-0.0,-0.0
147.0,1.47,-0.0,-0.0,-0.0,-0.0
148.0,1.48,-0.0,-0.0,-0.0,-0.0
149.0,1.49,-0.0,-0.0,-0.0,-0.0
150.0,1.5,-0.0,-0.0,-0.0,-0.0
151.0,1.51,-0.0,-0.0,-0.0,-0.0
152.0,1.52,-0.0,-0.0,-0.0,-0.0
153.0,1.53,-0.0,-0.0,-0.0,-0.0
154.0,1.54,-0.0,-0.0,-0.0,-0.0
155.0,1.55,-0.0,-0.0,-0.0,-0.0
156.0,1.56,-0.0,-0.0,-0.0,-0.0
157.0,1.57,-0.0,-0.0,-0.0,-0.0
158.0,1.58,-0.0,-0.0,-0.0,-0.0
159.0,1.59,-0.0,-0.0,-0.0,-0.0
160.0,1.6,-0.0,-0.0,-0.0,-0.0
161.0,1.61,-0.0,-0.0,-0.0,-0.0
162.0,1.62,-0.0,-0.0,-0.0,-0.0
163.0,1.63,-0.0,-0.0,-0.0,-0.0
164.0,1.64,-0.0,-0.0,-0.0,-0.0
165.0,1.65,-0.0,-0.0,-0.0,-0.0
166.0,1.66,-0.0,-0.0,-0.0,-0.0
167.0,1.67,-0.0,-0.0,-0.0,-0.0
168.0,1.68,0.0,0.0,0.0,0.0
169.0,1.69,0.0,0.0,0.0,0.0
170.0,1.7,0.0,0.0,0.0,0.0
171.0,1.71,0.0,0.0,0.0,0.0
172.0,1.72,0.0,0.0,0.0,0.0
173.0,1.73,0.0,0.0,0.0,0.0
174.0,1.74,0.0,0.0,0.0,0.0
175.0,1.75,0.0,0.0,0.0,0.0
176.0,1.76,0.0,0.0,0.0,0.0
177.0,1.77,0.0,0.0,0.0,0.0
178.0,1.78,0.0,0.0,0.0,0.0
179.0,1.79,0.0,0.0,0.0,0.0
180.0,1.8,0.0,0.0,0.0,0.0
181.0,1.81,0.0,0.0,0.0,0.0
182.0,1.82,0.0,0.0,0.0,0.0
183.0,1.83,0.0,0.0,0.0,0.0
184.0,1.84,0.0,0.0,0.0,0.0
185.0,1.85,0.0,0.0,0.0,0.0
186.0,1.86,0.0,0.0,0.0,0.0
187.0,1.87,0.0,0.0,0.0,0.0
188.0,1.88,0.0,0.0,0.0,0.0
189.0,1.89,0.0,0.0,0.0,0.0
190.0,1.9,0.0,0.0,0.0,0.0
191.0,1.91,0.0,0.0,0.0,0.0
192.0,1.92,0.0,0.0,0.0,0.0
193.0,1.93,0.0,0.0,0.0,0.0
194.0,1.94,0.0,0.0,0.0,0.0
195.0,1.95,0.0,0.0,0.0,0.0
196.0,1.96,0.0,0.0,0.0,0.0
197.0,1.97,0.0,0.0,0.0,0.0
198.0,1.98,0.0,0.0,0.0,0.0
199.0,1.99,0.0,0.0,0.0,0.0
200.0,2.0,0.0,0.0,0.0,0.0

# ***** Angles [deg] *****
# Frame,Time,Body_1_Abs_Angle
0.0,0.0,44.9772
1.0,0.01,44.9772
2.0,0.02,44.9772
3.0,0.03,44.9772
4.0,0.04,44.9772
5.0,0.05,44.9772
6.0,0.06,44.9772
7.0,0.07,44.9772
8.0,0.08,44.9772
9.0,0.09,44.9772
10.0,0.1,44.9772
11.0,0.11,44.9772
12.0,0.12,44.9772
13.0,0.13,44.9772
14.0,0.14,44.9772
15.0,0.15,44.9772
16.0,0.16,44.9772
17.0,0.17,44.9772
18.0,0.18,44.9772
19.0,0.19,44.9772
20.0,0.2,44.9772
21.0,0.21,44.9772
22.0,0.22,44.9772
23.0,0.23,44.9772
24.0,0.24,44.9772
25.0,0.25,44.9772
26.0,0.26,44.9772
27.0,0.27,44.9772
28.0,0.28,44.9772
29.0,0.29,44.9772
30.0,0.3,44.9772
31.0,0.31,44.9772
32.0,0.32,44.9772
33.0,0.33,44.9772
34.0,0.34,44.9772
35.0,0.35,44.9772
36.0,0.36,44.9772
37.0,0.37,44.9772
38.0,0.38,44.9772
39.0,0.39,44.9772
40.0,0.4,44.9772
41.0,0.41,44.9772
42.0,0.42,44.9772
43.0,0.43,44.9772
44.0,0.44,44.9772
45.0,0.45,44.9772
46.0,0.46,44.9772
47.0,0.47,44.9772
48.0,0.48,44.9772
49.0,0.49,44.9772
50.0,0.5,44.9772
51.0,0.51,44.9772
52.0,0.52,44.9772
53.0,0.53,44.9772
54.0,0.54,44.9772
55.0,0.55,44.9772
56.0,0.56,44.9772
57.0,0.57,44.9772
58.0,0.58,44.9772
59.0,0.59,44.9772
60.0,0.6,44.9772
61.0,0.61,44.9772
62.0,0.62,44.9772
63.0,0.63,44.9772
64.0,0.64,44.9772
65.0,0.65,44.9772
66.0,0.66,44.9772
67.0,0.67,44.9772
68.0,0.68,44.9772
69.0,0.69,44.9772
70.0,0.7,44.9772
71.0,0.71,44.9772
72.0,0.72,44.9772
73.0,0.73,44.9772
74.0,0.74,44.9772
75.0,0.75,44.9772
76.0,0.76,44.9772
77.0,0.77,44.9772
78.0,0.78,44.9772
79.0,0.79,44.9772
80.0,0.8,44.9772
81.0,0.81,44.9772
82.0,0.82,44.9772
83.0,0.83,44.9772
84.0,0.84,44.9772
85.0,0.85,44.9772
86.0,0.86,44.9772
87.0,0.87,44.9772
88.0,0.88,44.9772
89.0,0.89,44.9772
90.0,0.9,44.9772
91.0,0.91,44.9772
92.0,0.92,44.9772
93.0,0.93,44.9772
94.0,0.94,44.9772
95.0,0.95,44.9772
96.0,0.96,44.9772
97.0,0.97,44.9772
98.0,0.98,44.9772
99.0,0.99,44.9772
100.0,1.0,44.9772
101.0,1.01,44.9772
102.0,1.02,44.9772
103.0,1.03,44.9772
104.0,1.04,44.9772
105.0,1.05,44.9772
106.0,1.06,44.9772
107.0,1.07,44.9772
108.0,1.08,44.9772
109.0,1.09,44.9772
110.0,1.1,44.9772
111.0,1.11,44.9772
112.0,1.12,44.9772
113.0,1.13,44.9772
114.0,1.14,44.9772
115.0,1.15,44.9772
116.0,1.16,44.9772
117.0,1.17,44.9772
118.0,1.18,44.9772
119.0,1.19,44.9772
120.0,1.2,44.9772
121.0,1.21,44.9772
122.0,1.22,44.9772
123.0,1.23,44.9772
124.0,1.24,44.9772
125.0,1.25,44.9772
126.0,1.26,44.9772
127.0,1.27,44.9772
128.0,1.28,44.9772
129.0,1.29,44.9772
130.0,1.3,44.9772
131.0,1.31,44.9772
132.0,1.32,44.9772
133.0,1.33,44.9772
134.0,1.34,44.9772
135.0,1.35,44.9772
136.0,1.36,44.9772
137.0,1.37,44.9772
138.0,1.38,44.9772
139.0,1.39,44.9772
140.0,1.4,44.9772
141.0,1.41,44.9772
142.0,1.42,44.9772
143.0,1.43,44.9772
144.0,1.44,44.9772
145.0,1.45,44.9772
146.0,1.46,44.9772
147.0,1.47,44.9772
148.0,1.48,44.9772
149.0,1.49,44.9772
150.0,1.5,44.9772
151.0,1.51,44.9772
152.0,1.52,44.9772
153.0,1.53,44.9772
154.0,1.54,44.9772
155.0,1.55,44.9772
156.0,1.56,44.9772
157.0,1.57,44.9772
158.0,1.58,44.9772
159.0,1.59,44.9772
160.0,1.6,44.9772
161.0,1.61,44.9772
162.0,1.62,44.9772
163.0,1.63,44.9772
164.0,1.64,44.9772
165.0,1.65,44.9772
166.0,1.66,44.9772
167.0,1.67,44.9772
168.0,1.68,44.9772
169.0,1.69,44.9772
170.0,1.7,44.9772
171.0,1.71,44.9772
172.0,1.72,44.9772
173.0,1.73,44.9772
174.0,1.74,44.9772
175.0,1.75,44.9772
176.0,1.76,44.9772
177.0,1.77,44.9772
178.0,1.78,44.9772
179.0,1.79,44.9772
180.0,1.8,44.9772
181.0,1.81,44.9772
182.0,1.82,44.9772
183.0,1.83,44.9772
184.0,1.84,44.9772
185.0,1.85,44.9772
186.0,1.86,44.9772
187.0,1.87,44.9772
188.0,1.88,44.9772
189.0,1.89,44.9772
190.0,1.9,44.9772
191.0,1.91,44.9772
192.0,1.92,44.9772
193.0,1.93,44.9772
194.0,1.94,44.9772
195.0,1.95,44.9772
196.0,1.96,44.9772
197.0,1.97,44.9772
198.0,1.98,44.9772
199.0,1.99,44.9772
200.0,2.0,44.9772

# ***** Angles Velocities [deg.s^-1] *****
# Frame,Time,Body_1_Abs_Angle
0.0,0.0,0.0
1.0,0.01,-0.0
2.0,0.02,-0.0
3.0,0.03,-0.0
4.0,0.04,0.0
5.0,0.05,-0.0
6.0,0.06,-0.0
7.0,0.07,0.0
8.0,0.08,0.0
9.0,0.09,0.0
10.0,0.1,-0.0
11.0,0.11,-0.0
12.0,0.12,0.0
13.0,0.13,-0.0
14.0,0.14,-0.0
15.0,0.15,0.0
16.0,0.16,-0.0
17.0,0.17,0.0
18.0,0.18,-0.0
19.0,0.19,-0.0
20.0,0.2,0.0
21.0,0.21,-0.0
22.0,0.22,-0.0
23.0,0.23,0.0
24.0,0.24,0.0
25.0,0.25,0.0
26.0,0.26,-0.0
27.0,0.27,0.0
28.0,0.28,0.0
29.0,0.29,-0.0
30.0,0.3,0.0
31.0,0.31,0.0
32.0,0.32,-0.0
33.0,0.33,0.0
34.0,0.34,0.0
35.0,0.35,-0.0
36.0,0.36,0.0
37.0,0.37,0.0
38.0,0.38,-0.0
39.0,0.39,0.0
40.0,0.4,-0.0
41.0,0.41,0.0
42.0,0.42,-0.0
43.0,0.43,-0.0
44.0,0.44,0.0
45.0,0.45,-0.0
46.0,0.46,-0.0
47.0,0.47,0.0
48.0,0.48,-0.0
49.0,0.49,0.0
50.0,0.5,-0.0
51.0,0.51,-0.0
52.0,0.52,-0.0
53.0,0.53,0.0
54.0,0.54,0.0
55.0,0.55,-0.0
56.0,0.56,0.0
57.0,0.57,-0.0
58.0,0.58,0.0
59.0,0.59,-0.0
60.0,0.6,0.0
61.0,0.61,-0.0
62.0,0.62,0.0
63.0,0.63,0.0
64.0,0.64,-0.0
65.0,0.65,-0.0
66.0,0.66,0.0
67.0,0.67,0.0
68.0,0.68,-0.0
69.0,0.69,0.0
70.0,0.7,0.0
71.0,0.71,-0.0
72.0,0.72,0.0
73.0,0.73,-0.0
74.0,0.74,-0.0
75.0,0.75,0.0
76.0,0.76,-0.0
77.0,0.77,-0.0
78.0,0.78,0.0
79.0,0.79,-0.0
80.0,0.8,0.0
81.0,0.81,-0.0
82.0,0.82,0.0
83.0,0.83,0.0
84.0,0.84,-0.0
85.0,0.85,0.0
86.0,0.86,-0.0
87.0,0.87,-0.0
88.0,0.88,0.0
89.0,0.89,0.0
90.0,0.9,-0.0
91.0,0.91,0.0
92.0,0.92,-0.0
93.0,0.93,-0.0
94.0,0.94,0.0
95.0,0.95,-0.0
96.0,0.96,0.0
97.0,0.97,-0.0
98.0,0.98,0.0
99.0,0.99,-0.0
100.0,1.0,0.0
101.0,1.01,-0.0
102.0,1.02,-0.0
103.0,1.03,0.0
104.0,1.04,-0.0
105.0,1.05,0.0
106.0,1.06,0.0
107.0,1.07,-0.0
108.0,1.08,-0.0
109.0,1.09,0.0
110.0,1.1,-0.0
111.0,1.11,0.0
112.0,1.12,-0.0
113.0,1.13,0.0
114.0,1.14,-0.0
115.0,1.15,-0.0
116.0,1.16,0.0
117.0,1.17,-0.0
118.0,1.18,0.0
119.0,1.19,-0.0
120.0,1.2,0.0
121.0,1.21,-0.0
122.0,1.22,0.0
123.0,1.23,-0.0
124.0,1.24,0.0
125.0,1.25,-0.0
126.0,1.26,-0.0
127.0,1.27,0.0
128.0,1.28,-0.0
129.0,1.29,-0.0
130.0,1.3,0.0
131.0,1.31,0.0
132.0,1.32,0.0
133.0,1.33,-0.0
134.0,1.34,-0.0
135.0,1.35,0.0
136.0,1.36,0.0
137.0,1.37,-0.0
138.0,1.38,-0.0
139.0,1.39,0.0
140.0,1.4,0.0
141.0,1.41,-0.0
142.0,1.42,0.0
143.0,1.43,-0.0
144.0,1.44,0.0
145.0,1.45,0.0
146.0,1.46,-0.0
147.0,1.47,0.0
148.0,1.48,-0.0
149.0,1.49,-0.0
150.0,1.5,0.0
151.0,1.51,-0.0
152.0,1.52,-0.0
153.0,1.53,0.0
154.0,1.54,-0.0
155.0,1.55,-0.0
156.0,1.56,0.0
157.0,1.57,0.0
158.0,1.58,-0.0
159.0,1.59,0.0
160.0,1.6,0.0
161.0,1.61,-0.0
162.0,1.62,0.0
163.0,1.63,0.0
164.0,1.64,0.0
165.0,1.65,-0.0
166.0,1.66,-0.0
167.0,1.67,0.0
168.0,1.68,-0.0
169.0,1.69,-0.0
170.0,1.7,0.0
171.0,1.71,-0.0
172.0,1.72,0.0
173.0,1.73,-0.0
174.0,1.74,-0.0
175.0,1.75,0.0
176.0,1.76,-0.0
177.0,1.77,0.0
178.0,1.78,0.0
179.0,1.79,-0.0
180.0,1.8,0.0
181.0,1.81,0.0
182.0,1.82,-0.0
183.0,1.83,0.0
184.0,1.84,-0.0
185.0,1.85,-0.0
186.0,1.86,0.0
187.0,1.87,0.0
188.0,1.88,0.0
189.0,1.89,-0.0
190.0,1.9,0.0
191.0,1.91,-0.0
192.0,1.92,0.0
193.0,1.93,0.0
194.0,1.94,-0.0
195.0,1.95,0.0
196.0,1.96,-0.0
197.0,1.97,-0.0
198.0,1.98,0.0
199.0,1.99,0.0
200.0,2.0,-0.0

# ***** Angles Accelerations [deg.s^-2] *****
# Frame,Time,Body_1_Abs_Angle
0.0,0.0,-0.0
1.0,0.01,-0.0
2.0,0.02,0.0
3.0,0.03,-0.0
4.0,0.04,0.0
5.0,0.05,-0.0
6.0,0.06,0.0
7.0,0.07,-0.0
8.0,0.08,0.0
9.0,0.09,-0.0
10.0,0.1,0.0
11.0,0.11,0.0
12.0,0.12,-0.0
13.0,0.13,0.0
14.0,0.14,-0.0
15.0,0.15,0.0
16.0,0.16,-0.0
17.0,0.17,0.0
18.0,0.18,-0.0
19.0,0.19,0.0
20.0,0.2,-0.0
21.0,0.21,0.0
22.0,0.22,-0.0
23.0,0.23,0.0
24.0,0.24,-0.0
25.0,0.25,0.0
26.0,0.26,-0.0
27.0,0.27,0.0
28.0,0.28,-0.0
29.0,0.29,0.0
30.0,0.3,0.0
31.0,0.31,-0.0
32.0,0.32,0.0
33.0,0.33,-0.0
34.0,0.34,0.0
35.0,0.35,-0.0
36.0,0.36,0.0
37.0,0.37,-0.0
38.0,0.38,0.0
39.0,0.39,-0.0
40.0,0.4,0.0
41.0,0.41,0.0
42.0,0.42,-0.0
43.0,0.43,0.0
44.0,0.44,0.0
45.0,0.45,-0.0
46.0,0.46,0.0
47.0,0.47,-0.0
48.0,0.48,-0.0
49.0,0.49,0.0
50.0,0.5,-0.0
51.0,0.51,0.0
52.0,0.52,-0.0
53.0,0.53,0.0
54.0,0.54,-0.0
55.0,0.55,0.0
56.0,0.56,-0.0
57.0,0.57,0.0
58.0,0.58,0.0
59.0,0.59,-0.0
60.0,0.6,0.0
61.0,0.61,-0.0
62.0,0.62,0.0
63.0,0.63,-0.0
64.0,0.64,-0.0
65.0,0.65,0.0
66.0,0.66,-0.0
67.0,0.67,0.0
68.0,0.68,-0.0
69.0,0.69,0.0
70.0,0.7,-0.0
71.0,0.71,0.0
72.0,0.72,-0.0
73.0,0.73,-0.0
74.0,0.74,0.0
75.0,0.75,0.0
76.0,0.76,-0.0
77.0,0.77,0.0
78.0,0.78,-0.0
79.0,0.79,-0.0
80.0,0.8,0.0
81.0,0.81,-0.0
82.0,0.82,0.0
83.0,0.83,-0.0
84.0,0.84,0.0
85.0,0.85,-0.0
86.0,0.86,0.0
87.0,0.87,-0.0
88.0,0.88,0.0
89.0,0.89,-0.0
90.0,0.9,0.0
91.0,0.91,0.0
92.0,0.92,-0.0
93.0,0.93,0.0
94.0,0.94,-0.0
95.0,0.95,0.0
96.0,0.96,0.0
97.0,0.97,-0.0
98.0,0.98,0.0
99.0,0.99,-0.0
100.0,1.0,0.0
101.0,1.01,-0.0
102.0,1.02,0.0
103.0,1.03,-0.0
104.0,1.04,0.0
105.0,1.05,-0.0
106.0,1.06,0.0
107.0,1.07,-0.0
108.0,1.08,0.0
109.0,1.09,-0.0
110.0,1.1,0.0
111.0,1.11,0.0
112.0,1.12,-0.0
113.0,1.13,0.0
114.0,1.14,-0.0
115.0,1.15,0.0
116.0,1.16,-0.0
117.0,1.17,0.0
118.0,1.18,-0.0
119.0,1.19,0.0
120.0,1.2,-0.0
121.0,1.21,-0.0
122.0,1.22,0.0
123.0,1.23,-0.0
124.0,1.24,0.0
125.0,1.25,-0.0
126.0,1.26,0.0
127.0,1.27,0.0
128.0,1.28,-0.0
129.0,1.29,0.0
130.0,1.3,-0.0
131.0,1.31,0.0
132.0,1.32,-0.0
133.0,1.33,-0.0
134.0,1.34,-0.0
135.0,1.35,0.0
136.0,1.36,-0.0
137.0,1.37,0.0
138.0,1.38,-0.0
139.0,1.39,0.0
140.0,1.4,-0.0
141.0,1.41,0.0
142.0,1.42,-0.0
143.0,1.43,-0.0
144.0,1.44,0.0
145.0,1.45,-0.0
146.0,1.46,0.0
147.0,1.47,0.0
148.0,1.48,-0.0
149.0,1.49,0.0
150.0,1.5,-0.0
151.0,1.51,-0.0
152.0,1.52,0.0
153.0,1.53,0.0
154.0,1.54,-0.0
155.0,1.55,0.0
156.0,1.56,-0.0
157.0,1.57,0.0
158.0,1.58,-0.0
159.0,1.59,0.0
160.0,1.6,-0.0
161.0,1.61,0.0
162.0,1.62,0.0
163.0,1.63,-0.0
164.0,1.64,0.0
165.0,1.65,-0.0
166.0,1.66,0.0
167.0,1.67,-0.0
168.0,1.68,-0.0
169.0,1.69,0.0
170.0,1.7,-0.0
171.0,1.71,0.0
172.0,1.72,-0.0
173.0,1.73,0.0
174.0,1.74,-0.0
175.0,1.75,0.0
176.0,1.76,-0.0
177.0,1.77,0.0
178.0,1.78,-0.0
179.0,1.79,0.0
180.0,1.8,-0.0
181.0,1.81,0.0
182.0,1.82,-0.0
183.0,1.83,0.0
184.0,1.84,-0.0
185.0,1.85,0.0
186.0,1.86,-0.0
187.0,1.87,0.0
188.0,1.88,-0.0
189.0,1.89,0.0
190.0,1.9,-0.0
191.0,1.91,0.0
192.0,1.92,-0.0
193.0,1.93,0.0
194.0,1.94,-0.0
195.0,1.95,0.0
196.0,1.96,-0.0
197.0,1.97,0.0
198.0,1.98,0.0
199.0,1.99,-0.0
200.0,2.0,-0.0

# ***** Moments of Force [N.m] *****
# Frame,Time,Body_1_Abs_Joint_Moment_of_Force
0.0,0.0,3.4697
1.0,0.01,3.4697
2.0,0.02,3.4697
3.0,0.03,3.4697
4.0,0.04,3.4697
5.0,0.05,3.4697
6.0,0.06,3.4697
7.0,0.07,3.4697
8.0,0.08,3.4697
9.0,0.09,3.4697
10.0,0.1,3.4697
11.0,0.11,3.4697
12.0,0.12,3.4697
13.0,0.13,3.4697
14.0,0.14,3.4697
15.0,0.15,3.4697
16.0,0.16,3.4697
17.0,0.17,3.4697
18.0,0.18,3.4697
19.0,0.19,3.4697
20.0,0.2,3.4697
21.0,0.21,3.4697
22.0,0.22,3.4697
23.0,0.23,3.4697
24.0,0.24,3.4697
25.0,0.25,3.4697
26.0,0.26,3.4697
27.0,0.27,3.4697
28.0,0.28,3.4697
29.0,0.29,3.4697
30.0,0.3,3.4697
31.0,0.31,3.4697
32.0,0.32,3.4697
33.0,0.33,3.4697
34.0,0.34,3.4697
35.0,0.35,3.4697
36.0,0.36,3.4697
37.0,0.37,3.4697
38.0,0.38,3.4697
39.0,0.39,3.4697
40.0,0.4,3.4697
41.0,0.41,3.4697
42.0,0.42,3.4697
43.0,0.43,3.4697
44.0,0.44,3.4697
45.0,0.45,3.4697
46.0,0.46,3.4697
47.0,0.47,3.4697
48.0,0.48,3.4697
49.0,0.49,3.4697
50.0,0.5,3.4697
51.0,0.51,3.4697
52.0,0.52,3.4697
53.0,0.53,3.4697
54.0,0.54,3.4697
55.0,0.55,3.4697
56.0,0.56,3.4697
57.0,0.57,3.4697
58.0,0.58,3.4697
59.0,0.59,3.4697
60.0,0.6,3.4697
61.0,0.61,3.4697
62.0,0.62,3.4697
63.0,0.63,3.4697
64.0,0.64,3.4697
65.0,0.65,3.4697
66.0,0.66,3.4697
67.0,0.67,3.4697
68.0,0.68,3.4697
69.0,0.69,3.4697
70.0,0.7,3.4697
71.0,0.71,3.4697
72.0,0.72,3.4697
73.0,0.73,3.4697
74.0,0.74,3.4697
75.0,0.75,3.4697
76.0,0.76,3.4697
77.0,0.77,3.4697
78.0,0.78,3.4697
79.0,0.79,3.4697
80.0,0.8,3.4697
81.0,0.81,3.4697
82.0,0.82,3.4697
83.0,0.83,3.4697
84.0,0.84,3.4697
85.0,0.85,3.4697
86.0,0.86,3.4697
87.0,0.87,3.4697
88.0,0.88,3.4697
89.0,0.89,3.4697
90.0,0.9,3.4697
91.0,0.91,3.4697
92.0,0.92,3.4697
93.0,0.93,3.4697
94.0,0.94,3.4697
95.0,0.95,3.4697
96.0,0.96,3.4697
97.0,0.97,3.4697
98.0,0.98,3.4697
99.0,0.99,3.4697
100.0,1.0,3.4697
101.0,1.01,3.4697
102.0,1.02,3.4697
103.0,1.03,3.4697
104.0,1.04,3.4697
105.0,1.05,3.4697
106.0,1.06,3.4697
107.0,1.07,3.4697
108.0,1.08,3.4697
109.0,1.09,3.4697
110.0,1.1,3.4697
111.0,1.11,3.4697
112.0,1.12,3.4697
113.0,1.13,3.4697
114.0,1.14,3.4697
115.0,1.15,3.4697
116.0,1.16,3.4697
117.0,1.17,3.4697
118.0,1.18,3.4697
119.0,1.19,3.4697
120.0,1.2,3.4697
121.0,1.21,3.4697
122.0,1.22,3.4697
123.0,1.23,3.4697
124.0,1.24,3.4697
125.0,1.25,3.4697
126.0,1.26,3.4697
127.0,1.27,3.4697
128.0,1.28,3.4697
129.0,1.29,3.4697
130.0,1.3,3.4697
131.0,1.31,3.4697
132.0,1.32,3.4697
133.0,1.33,3.4697
134.0,1.34,3.4697
135.0,1.35,3.4697
136.0,1.36,3.4697
137.0,1.37,3.4697
138.0,1.38,3.4697
139.0,1.39,3.4697
140.0,1.4,3.4697
141.0,1.41,3.4697
142.0,1.42,3.4697
143.0,1.43,3.4697
144.0,1.44,3.4697
145.0,1.45,3.4697
146.0,1.46,3.4697
147.0,1.47,3.4697
148.0,1.48,3.4697
149.0,1.49,3.4697
150.0,1.5,3.4697
151.0,1.51,3.4697
152.0,1.52,3.4697
153.0,1.53,3.4697
154.0,1.54,3.4697
155.0,1.55,3.4697
156.0,1.56,3.4697
157.0,1.57,3.4697
158.0,1.58,3.4697
159.0,1.59,3.4697
160.0,1.6,3.4697
161.0,1.61,3.4697
162.0,1.62,3.4697
163.0,1.63,3.4697
164.0,1.64,3.4697
165.0,1.65,3.4697
166.0,1.66,3.4697
167.0,1.67,3.4697
168.0,1.68,3.4697
169.0,1.69,3.4697
170.0,1.7,3.4697
171.0,1.71,3.4697
172.0,1.72,3.4697
173.0,1.73,3.4697
174.0,1.74,3.4697
175.0,1.75,3.4697
176.0,1.76,3.4697
177.0,1.77,3.4697
178.0,1.78,3.4697
179.0,1.79,3.4697
180.0,1.8,3.4697
181.0,1.81,3.4697
182.0,1.82,3.4697
183.0,1.83,3.4697
184.0,1.84,3.4697
185.0,1.85,3.4697
186.0,1.86,3.4697
187.0,1.87,3.4697
188.0,1.88,3.4697
189.0,1.89,3.4697
190.0,1.9,3.4697
191.0,1.91,3.4697
192.0,1.92,3.4697
193.0,1.93,3.4697
194.0,1.94,3.4697
195.0,1.95,3.4697
196.0,1.96,3.4697
197.0,1.97,3.4697
198.0,1.98,3.4697
199.0,1.99,3.4697
200.0,2.0,3.4697

# ***** Joints Powers [W] *****
# Frame,Time,Body_1_Abs_Joint_Power
0.0,0.0,0.0
1.0,0.01,-0.0
2.0,0.02,-0.0
3.0,0.03,-0.0
4.0,0.04,0.0
5.0,0.05,-0.0
6.0,0.06,-0.0
7.0,0.07,0.0
8.0,0.08,0.0
9.0,0.09,0.0
10.0,0.1,-0.0
11.0,0.11,-0.0
12.0,0.12,0.0
13.0,0.13,-0.0
14.0,0.14,-0.0
15.0,0.15,0.0
16.0,0.16,-0.0
17.0,0.17,0.0
18.0,0.18,-0.0
19.0,0.19,-0.0
20.0,0.2,0.0
21.0,0.21,-0.0
22.0,0.22,-0.0
23.0,0.23,0.0
24.0,0.24,0.0
25.0,0.25,0.0
26.0,0.26,-0.0
27.0,0.27,0.0
28.0,0.28,0.0
29.0,0.29,-0.0
30.0,0.3,0.0
31.0,0.31,0.0
32.0,0.32,-0.0
33.0,0.33,0.0
34.0,0.34,0.0
35.0,0.35,-0.0
36.0,0.36,0.0
37.0,0.37,0.0
38.0,0.38,-0.0
39.0,0.39,0.0
40.0,0.4,-0.0
41.0,0.41,0.0
42.0,0.42,-0.0
43.0,0.43,-0.0
44.0,0.44,0.0
45.0,0.45,-0.0
46.0,0.46,-0.0
47.0,0.47,0.0
48.0,0.48,-0.0
49.0,0.49,0.0
50.0,0.5,-0.0
51.0,0.51,-0.0
52.0,0.52,-0.0
53.0,0.53,0.0
54.0,0.54,0.0
55.0,0.55,-0.0
56.0,0.56,0.0
57.0,0.57,-0.0
58.0,0.58,0.0
59.0,0.59,-0.0
60.0,0.6,0.0
61.0,0.61,-0.0
62.0,0.62,0.0
63.0,0.63,0.0
64.0,0.64,-0.0
65.0,0.65,-0.0
66.0,0.66,0.0
67.0,0.67,0.0
68.0,0.68,-0.0
69.0,0.69,0.0
70.0,0.7,0.0
71.0,0.71,-0.0
72.0,0.72,0.0
