# Model:
# Number_of_Rigid_Bodies:12
# Number_of_Frames:81
# Sampling_Frequency:100

# ***** Coordinates [m] *****
# Frame,Time,Body_1_X,Body_1_Y,Body_1_Ux,Body_1_Uy,Body_2_X,Body_2_Y,Body_2_Ux,Body_2_Uy,Body_3_X,Body_3_Y,Body_3_Ux,Body_3_Uy,Body_4_X,Body_4_Y,Body_4_Ux,Body_4_Uy,Body_5_X,Body_5_Y,Body_5_Ux,Body_5_Uy,Body_6_X,Body_6_Y,Body_6_Ux,Body_6_Uy,Body_7_X,Body_7_Y,Body_7_Ux,Body_7_Uy,Body_8_X,Body_8_Y,Body_8_Ux,Body_8_Uy,Body_9_X,Body_9_Y,Body_9_Ux,Body_9_Uy,Body_10_X,Body_10_Y,Body_10_Ux,Body_10_Uy,Body_11_X,Body_11_Y,Body_11_Ux,Body_11_Uy,Body_12_X,Body_12_Y,Body_12_Ux,Body_12_Uy,Mixed_Ang_Driver_1,Mixed_Ang_Driver_2,Mixed_Ang_Driver_3,Mixed_Ang_Driver_4,Mixed_Ang_Driver_5,Mixed_Ang_Driver_6,Mixed_Ang_Driver_7,Mixed_Ang_Driver_8,Mixed_Ang_Driver_9,Mixed_Ang_Driver_10,Mixed_Ang_Driver_11,Mixed_Ang_Driver_12
30.0,0.3,-0.5354,1.0952,0.9977,0.0097,-0.4739,1.4323,0.9188,-0.4004,-0.5414,1.1476,1.0034,-0.0299,-0.5697,1.1487,0.9795,-0.2296,-0.496,0.9243,0.7114,0.6955,-0.6108,0.9101,0.9934,-0.042,-0.579,0.6166,0.9575,-0.2921,-0.4626,0.621,0.9067,0.4238,-0.7421,0.2894,0.7749,-0.6311,-0.3464,0.2718,0.9873,0.1553,-0.8458,0.0775,0.8794,0.4772,-0.2575,0.0553,0.312,0.9505,-0.0098,-0.4207,-0.0395,-0.24,0.8039,0.188,-0.3058,0.4275,-0.3874,-0.2812,1.1807,1.0976
31.0,0.31,-0.5219,1.0952,0.9977,0.0117,-0.4604,1.4326,0.9184,-0.4013,-0.5296,1.1483,1.0029,-0.04,-0.5555,1.1478,0.9815,-0.2215,-0.487,0.9243,0.7238,0.6827,-0.5943,0.9086,0.9939,-0.0293,-0.562,0.6155,0.9629,-0.2744,-0.4491,0.6213,0.9078,0.421,-0.7257,0.2912,0.7508,-0.6593,-0.3381,0.2712,0.9916,0.1256,-0.8399,0.0823,0.9177,0.3992,-0.2555,0.052,0.3414,0.9403,-0.0118,-0.4237,-0.0517,-0.2337,0.7961,0.1925,-0.2893,0.4225,-0.443,-0.3082,1.1309,1.0965
32.0,0.32,-0.5082,1.0954,0.9976,0.0134,-0.447,1.4329,0.9182,-0.4018,-0.5179,1.1492,1.0022,-0.0513,-0.5411,1.1472,0.9834,-0.2132,-0.4784,0.9246,0.7374,0.6681,-0.5775,0.9075,0.9941,-0.0155,-0.5446,0.6146,0.9688,-0.2534,-0.436,0.6218,0.9098,0.4163,-0.7079,0.2932,0.726,-0.6862,-0.3303,0.2709,0.995,0.0971,-0.8327,0.0876,0.9508,0.313,-0.254,0.0495,0.3666,0.9306,-0.0135,-0.4259,-0.0646,-0.227,0.7872,0.198,-0.2693,0.4157,-0.5014,-0.3319,1.0753,1.0983
33.0,0.33,-0.4947,1.0958,0.9976,0.0149,-0.4335,1.4335,0.918,-0.4023,-0.5062,1.1503,1.0015,-0.063,-0.5267,1.1468,0.9854,-0.2043,-0.4701,0.925,0.7516,0.6521,-0.5605,0.9065,0.9942,-0.0008,-0.5267,0.6137,0.9751,-0.229,-0.4232,0.6224,0.9124,0.4101,-0.6887,0.2952,0.7009,-0.7114,-0.3232,0.2707,0.9974,0.0694,-0.8239,0.0934,0.9764,0.2217,-0.2528,0.0476,0.3853,0.9229,-0.0149,-0.4279,-0.0778,-0.2193,0.7775,0.2036,-0.2456,0.4075,-0.5621,-0.353,1.0161,1.1059
34.0,0.34,-0.4813,1.0964,0.9976,0.0157,-0.4201,1.4342,0.9179,-0.4024,-0.4946,1.1516,1.0005,-0.0756,-0.5122,1.1467,0.9874,-0.1949,-0.4621,0.9256,0.7665,0.6345,-0.5431,0.9058,0.994,0.0155,-0.5086,0.6131,0.9814,-0.2012,-0.411,0.623,0.9156,0.4024,-0.6683,0.2973,0.676,-0.7347,-0.3167,0.2706,0.999,0.0432,-0.8137,0.0994,0.9932,0.1293,-0.2519,0.0463,0.3997,0.9166,-0.0157,-0.4289,-0.0912,-0.2106,0.7669,0.2105,-0.2179,0.3984,-0.6248,-0.3709,0.9564,1.1164
35.0,0.35,-0.4679,1.0972,0.9976,0.0159,-0.4068,1.4351,0.918,-0.4022,-0.483,1.153,0.9993,-0.089,-0.4976,1.1467,0.9893,-0.1854,-0.4544,0.9264,0.7819,0.6155,-0.5256,0.9054,0.9936,0.0327,-0.4903,0.6127,0.9872,-0.1712,-0.3994,0.6237,0.9196,0.3928,-0.6468,0.2995,0.6526,-0.7552,-0.3109,0.2705,0.9998,0.0187,-0.8015,0.1057,1.0011,0.0412,-0.2512,0.0455,0.4091,0.9124,-0.0159,-0.4288,-0.1048,-0.2012,0.7558,0.2181,-0.1877,0.3878,-0.6864,-0.385,0.8993,1.1306
36.0,0.36,-0.4547,1.0981,0.9976,0.0159,-0.3936,1.4361,0.9179,-0.4025,-0.4716,1.1546,0.9979,-0.1025,-0.483,1.147,0.9912,-0.1754,-0.4469,0.9274,0.7971,0.5957,-0.5079,0.9052,0.9927,0.0518,-0.472,0.6126,0.9924,-0.1394,-0.3882,0.6245,0.9241,0.3817,-0.6245,0.3018,0.6312,-0.7728,-0.3056,0.2705,1.0,-0.0044,-0.7875,0.112,1.0015,-0.0384,-0.2508,0.0451,0.4145,0.9099,-0.016,-0.4292,-0.1183,-0.1912,0.7442,0.2273,-0.1555,0.3757,-0.7465,-0.3961,0.8476,1.1477
37.0,0.37,-0.4416,1.0992,0.9976,0.0153,-0.3804,1.4373,0.9181,-0.4021,-0.4603,1.1563,0.9963,-0.1165,-0.4684,1.1474,0.993,-0.1653,-0.4395,0.9284,0.8123,0.5748,-0.4901,0.9054,0.9914,0.0718,-0.4539,0.6129,0.9967,-0.1064,-0.3776,0.6252,0.9292,0.3689,-0.6015,0.3043,0.6123,-0.7875,-0.301,0.2704,0.9998,-0.0253,-0.7715,0.1181,0.9972,-0.1042,-0.2505,0.045,0.4164,0.909,-0.0153,-0.4281,-0.1317,-0.1803,0.7322,0.2373,-0.1217,0.3626,-0.8035,-0.4033,0.8058,1.1665
38.0,0.38,-0.4288,1.1005,0.9976,0.0147,-0.3674,1.4386,0.918,-0.4022,-0.4491,1.1581,0.9946,-0.1299,-0.454,1.1481,0.9948,-0.1545,-0.4323,0.9296,0.8274,0.5528,-0.4721,0.9058,0.9896,0.0931,-0.4358,0.6136,0.9998,-0.0729,-0.3674,0.626,0.9348,0.3544,-0.5781,0.3069,0.5969,-0.7989,-0.2969,0.2703,0.9991,-0.0445,-0.7534,0.1239,0.9911,-0.1536,-0.2504,0.0451,0.4163,0.909,-0.0147,-0.4277,-0.1446,-0.1688,0.7189,0.2479,-0.0875,0.3476,-0.8563,-0.4068,0.7754,1.1858
39.0,0.39,-0.4161,1.1019,0.9976,0.0136,-0.3545,1.4401,0.9181,-0.402,-0.438,1.1601,0.9927,-0.1435,-0.4395,1.1491,0.9965,-0.1438,-0.4252,0.931,0.8423,0.5298,-0.4541,0.9065,0.9872,0.1155,-0.418,0.6148,1.0018,-0.0393,-0.3578,0.6268,0.9407,0.3381,-0.5542,0.3096,0.5855,-0.807,-0.2934,0.2702,0.9982,-0.0617,-0.7331,0.1291,0.9858,-0.1856,-0.2503,0.0453,0.4148,0.9097,-0.0136,-0.4263,-0.1572,-0.157,0.7051,0.2598,-0.0529,0.3314,-0.9039,-0.4068,0.7571,1.2046
40.0,0.4,-0.4036,1.1036,0.9976,0.0124,-0.3418,1.4417,0.9182,-0.4019,-0.427,1.1621,0.9907,-0.1567,-0.4252,1.1502,0.9981,-0.1329,-0.4181,0.9324,0.8565,0.5065,-0.4362,0.9076,0.9842,0.1385,-0.4005,0.6165,1.0026,-0.0058,-0.3486,0.6277,0.9469,0.3202,-0.53,0.3125,0.5785,-0.8118,-0.2904,0.2701,0.9971,-0.0767,-0.7108,0.1336,0.9832,-0.2004,-0.2504,0.0456,0.4128,0.9106,-0.0124,-0.4249,-0.1693,-0.1448,0.6909,0.2721,-0.0182,0.3137,-0.9458,-0.4028,0.7506,1.222
41.0,0.41,-0.3912,1.1053,0.9976,0.0106,-0.3292,1.4434,0.9184,-0.4014,-0.416,1.1642,0.9886,-0.1694,-0.411,1.1516,0.9996,-0.1218,-0.411,0.9339,0.8702,0.4826,-0.4182,0.909,0.9805,0.1622,-0.3833,0.6186,1.0023,0.0276,-0.3399,0.6285,0.9532,0.3011,-0.5056,0.3153,0.5761,-0.8133,-0.2878,0.2699,0.996,-0.0894,-0.6864,0.1371,0.9842,-0.1961,-0.2503,0.0458,0.4107,0.9116,-0.0106,-0.4227,-0.1803,-0.1319,0.676,0.2852,0.0169,0.2954,-0.982,-0.3955,0.7578,1.237
42.0,0.42,-0.3791,1.1071,0.9976,0.0091,-0.3168,1.4452,0.9185,-0.4014,-0.4052,1.1663,0.9864,-0.1818,-0.3969,1.1532,1.0009,-0.1107,-0.404,0.9355,0.8831,0.4586,-0.4003,0.9107,0.9761,0.1868,-0.3665,0.6211,1.0009,0.0599,-0.3315,0.6295,0.9594,0.2808,-0.4811,0.3181,0.5785,-0.8114,-0.2855,0.2698,0.9949,-0.1006,-0.6601,0.1397,0.9885,-0.1737,-0.2503,0.0461,0.4088,0.9124,-0.0091,-0.4211,-0.1914,-0.1192,0.6612,0.2993,0.0507,0.2757,-1.0112,-0.3855,0.7775,1.2503
43.0,0.43,-0.367,1.1091,0.9976,0.0069,-0.3046,1.447,0.9189,-0.4004,-0.3944,1.1685,0.9841,-0.1939,-0.3828,1.155,1.002,-0.0997,-0.3969,0.9372,0.8952,0.4346,-0.3825,0.9127,0.9711,0.2115,-0.35,0.6239,0.9984,0.092,-0.3235,0.6305,0.9653,0.2598,-0.4566,0.3207,0.5857,-0.8061,-0.2835,0.2697,0.9938,-0.1104,-0.632,0.1411,0.9946,-0.1342,-0.2504,0.0463,0.4083,0.9127,-0.0069,-0.4179,-0.2014,-0.1061,0.6465,0.3136,0.0849,0.256,-1.0342,-0.3736,0.8083,1.2608
44.0,0.44,-0.3551,1.1111,0.9977,0.0046,-0.2924,1.4488,0.9193,-0.3996,-0.3836,1.1707,0.9818,-0.2057,-0.3689,1.1569,1.003,-0.089,-0.3899,0.9389,0.9064,0.4107,-0.3648,0.9149,0.9653,0.2366,-0.3339,0.627,0.9949,0.1233,-0.3158,0.6315,0.9709,0.238,-0.432,0.3229,0.5978,-0.7971,-0.2818,0.2697,0.9929,-0.1184,-0.6023,0.1413,1.0004,-0.0797,-0.2504,0.0464,0.4092,0.9123,-0.0046,-0.4146,-0.2111,-0.0931,0.632,0.3288,0.1187,0.2358,-1.0507,-0.3591,0.8479,1.2679
45.0,0.45,-0.3433,1.1131,0.9977,0.0024,-0.2804,1.4509,0.9198,-0.3982,-0.373,1.1728,0.9793,-0.2171,-0.3551,1.159,1.0039,-0.0783,-0.3828,0.9406,0.9169,0.3867,-0.3473,0.9173,0.9588,0.2619,-0.3181,0.6302,0.9907,0.1532,-0.3082,0.6326,0.9762,0.2156,-0.4075,0.3247,0.6143,-0.7845,-0.2802,0.2697,0.992,-0.1255,-0.5713,0.1404,1.0033,-0.0111,-0.2503,0.0466,0.4108,0.9116,-0.0024,-0.411,-0.2205,-0.0803,0.6173,0.3445,0.1511,0.2149,-1.0599,-0.3432,0.8954,1.2733
46.0,0.46,-0.3316,1.1152,0.9977,0.0003,-0.2687,1.4528,0.9206,-0.3965,-0.3624,1.175,0.9769,-0.2281,-0.3414,1.1611,1.0046,-0.0679,-0.3757,0.9424,0.9265,0.3632,-0.3299,0.92,0.9515,0.2875,-0.3026,0.6334,0.9857,0.1818,-0.3007,0.6337,0.9809,0.1929,-0.3831,0.326,0.6351,-0.7679,-0.2787,0.2699,0.9911,-0.1321,-0.5391,0.1381,1.0009,0.0675,-0.2502,0.0467,0.4142,0.9101,-0.0003,-0.4069,-0.2296,-0.0678,0.6029,0.361,0.1822,0.1939,-1.0622,-0.3267,0.947,1.2762
47.0,0.47,-0.3199,1.1171,0.9977,-0.002,-0.257,1.4546,0.9214,-0.3945,-0.3517,1.177,0.9744,-0.2385,-0.3279,1.1632,1.0051,-0.0581,-0.3684,0.9441,0.9352,0.3401,-0.3127,0.9227,0.9433,0.3133,-0.2874,0.6366,0.9801,0.2092,-0.2934,0.6347,0.9852,0.1702,-0.3588,0.3267,0.6595,-0.7473,-0.2772,0.27,0.9903,-0.138,-0.5058,0.1349,0.9913,0.1526,-0.25,0.0468,0.4178,0.9084,0.002,-0.4025,-0.238,-0.0557,0.5889,0.3784,0.2124,0.1731,-1.058,-0.3095,1.0005,1.2782
48.0,0.48,-0.3083,1.119,0.9977,-0.0045,-0.2454,1.4565,0.9225,-0.3918,-0.3411,1.179,0.9719,-0.2487,-0.3145,1.1654,1.0055,-0.0488,-0.3611,0.9458,0.9432,0.3171,-0.2957,0.9256,0.9344,0.3392,-0.2725,0.6397,0.9739,0.2356,-0.2862,0.6357,0.9888,0.1475,-0.3345,0.3268,0.687,-0.7225,-0.2758,0.2702,0.9896,-0.1436,-0.4717,0.1306,0.9738,0.2388,-0.2499,0.0469,0.4217,0.9066,0.0045,-0.3971,-0.246,-0.044,0.5748,0.3968,0.2418,0.1526,-1.0479,-0.2922,1.0511,1.2795
49.0,0.49,-0.2967,1.1207,0.9978,-0.0067,-0.234,1.4581,0.9236,-0.3892,-0.3305,1.1807,0.9694,-0.2583,-0.3011,1.1675,1.0058,-0.0395,-0.3537,0.9474,0.9504,0.2949,-0.2789,0.9285,0.9249,0.3648,-0.2578,0.6425,0.9674,0.2602,-0.279,0.6367,0.9919,0.1249,-0.3101,0.3263,0.7168,-0.6933,-0.2743,0.2705,0.9889,-0.149,-0.4368,0.1254,0.9491,0.3223,-0.2497,0.0471,0.4264,0.9043,0.0068,-0.3921,-0.2537,-0.0325,0.5613,0.415,0.2695,0.132,-1.0315,-0.2748,1.096,1.2797
50.0,0.5,-0.2851,1.1222,0.9978,-0.009,-0.2226,1.4597,0.9251,-0.3854,-0.3198,1.1823,0.9669,-0.2675,-0.2879,1.1694,1.0059,-0.031,-0.3461,0.9489,0.9569,0.2729,-0.2622,0.9314,0.9145,0.3904,-0.2434,0.6451,0.9607,0.2832,-0.2717,0.6376,0.9945,0.1023,-0.2858,0.3252,0.7483,-0.6596,-0.2728,0.2709,0.988,-0.1543,-0.4011,0.1197,0.918,0.4018,-0.2494,0.0473,0.4314,0.9019,0.0091,-0.3857,-0.2608,-0.0218,0.5477,0.4344,0.2957,0.1116,-1.0091,-0.2575,1.1351,1.2795
51.0,0.51,-0.2737,1.1235,0.9978,-0.0113,-0.2113,1.4611,0.9265,-0.3819,-0.3091,1.1836,0.9645,-0.2762,-0.2748,1.1712,1.006,-0.0228,-0.3384,0.9501,0.9626,0.2521,-0.2458,0.9341,0.9032,0.4161,-0.2292,0.6475,0.954,0.3046,-0.2645,0.6384,0.9965,0.0802,-0.2614,0.3237,0.7806,-0.6215,-0.2713,0.2712,0.9872,-0.16,-0.3649,0.1135,0.8817,0.4754,-0.2491,0.0475,0.4367,0.8993,0.0113,-0.3797,-0.2676,-0.0114,0.5351,0.4544,0.3203,0.0916,-0.9815,-0.241,1.1669,1.2794
52.0,0.52,-0.2622,1.1246,0.9978,-0.0132,-0.2002,1.4623,0.928,-0.3781,-0.2984,1.1847,0.9623,-0.2838,-0.2618,1.1728,1.006,-0.0145,-0.3305,0.9512,0.9677,0.2316,-0.2295,0.9368,0.8912,0.4416,-0.2153,0.6495,0.9473,0.3242,-0.2572,0.6391,0.998,0.0581,-0.237,0.3218,0.8128,-0.5793,-0.2697,0.2716,0.9864,-0.1656,-0.3281,0.107,0.8422,0.5418,-0.2488,0.0478,0.4409,0.8971,0.0133,-0.3736,-0.2735,-0.0012,0.5216,0.4745,0.343,0.0714,-0.9489,-0.2245,1.1908,1.2804
53.0,0.53,-0.2508,1.1254,0.9978,-0.0155,-0.189,1.4633,0.9296,-0.374,-0.2877,1.1856,0.9601,-0.2913,-0.2488,1.1741,1.0059,-0.007,-0.3224,0.952,0.9722,0.2122,-0.2134,0.9392,0.8784,0.4666,-0.2017,0.6512,0.9408,0.3421,-0.25,0.6396,0.999,0.0366,-0.2126,0.3196,0.8443,-0.5329,-0.2681,0.272,0.9854,-0.1717,-0.2908,0.1006,0.7999,0.602,-0.2486,0.048,0.4458,0.8946,0.0155,-0.367,-0.2791,0.0086,0.5095,0.4953,0.3643,0.0521,-0.9117,-0.2091,1.2081,1.2809
54.0,0.54,-0.2394,1.1259,0.9979,-0.0173,-0.178,1.4639,0.9313,-0.3697,-0.277,1.1861,0.9581,-0.298,-0.236,1.1751,1.0058,0.0005,-0.3141,0.9526,0.9759,0.1939,-0.1974,0.9415,0.8647,0.4918,-0.1884,0.6525,0.9349,0.3577,-0.2426,0.64,0.9995,0.015,-0.1883,0.3171,0.8744,-0.4826,-0.2664,0.2723,0.9843,-0.1779,-0.2531,0.0943,0.7557,0.6562,-0.2483,0.0483,0.4504,0.8923,0.0173,-0.3606,-0.2842,0.0179,0.4976,0.5165,0.3827,0.0323,-0.8697,-0.1938,1.2193,1.2821
55.0,0.55,-0.2281,1.1262,0.9979,-0.0194,-0.1669,1.4645,0.933,-0.3652,-0.2661,1.1863,0.9563,-0.3038,-0.2233,1.1759,1.0056,0.0076,-0.3055,0.9528,0.9792,0.1767,-0.1817,0.9436,0.8504,0.5165,-0.1754,0.6534,0.9293,0.3716,-0.2353,0.6402,0.9996,-0.0058,-0.164,0.3145,0.9024,-0.4285,-0.2647,0.2727,0.9832,-0.1844,-0.2151,0.0884,0.7099,0.7051,-0.248,0.0486,0.4553,0.8897,0.0194,-0.3537,-0.2882,0.027,0.4862,0.5383,0.3998,0.0136,-0.8237,-0.1796,1.2253,1.2831
56.0,0.56,-0.2167,1.1262,0.9978,-0.0212,-0.1559,1.4646,0.9347,-0.361,-0.2552,1.1862,0.9547,-0.309,-0.2106,1.1764,1.0054,0.0144,-0.2966,0.9527,0.9819,0.1604,-0.1661,0.9454,0.8354,0.5404,-0.1628,0.654,0.9247,0.383,-0.2279,0.6403,0.9992,-0.0266,-0.14,0.3118,0.9278,-0.3707,-0.2628,0.273,0.9819,-0.1914,-0.1767,0.0831,0.662,0.75,-0.2477,0.049,0.4594,0.8875,0.0213,-0.3473,-0.2917,0.0356,0.475,0.5599,0.4139,-0.0054,-0.7727,-0.1658,1.2277,1.2856
57.0,0.57,-0.2054,1.1259,0.9978,-0.0231,-0.145,1.4646,0.9363,-0.3565,-0.2443,1.1857,0.9534,-0.3133,-0.1981,1.1765,1.0052,0.0212,-0.2875,0.9523,0.9842,0.1452,-0.1507,0.9468,0.8198,0.564,-0.1505,0.6541,0.9206,0.3927,-0.2205,0.6402,0.9984,-0.047,-0.1161,0.3091,0.95,-0.3099,-0.261,0.2733,0.9805,-0.1987,-0.1381,0.0786,0.6129,0.7905,-0.2474,0.0492,0.4638,0.8852,0.0231,-0.3407,-0.2944,0.0442,0.464,0.5816,0.4263,-0.0239,-0.7185,-0.1529,1.2266,1.2881
58.0,0.58,-0.1941,1.1253,0.9978,-0.0248,-0.1341,1.4643,0.9382,-0.3516,-0.2333,1.185,0.9521,-0.3174,-0.1855,1.1764,1.0049,0.0274,-0.2782,0.9515,0.9861,0.1315,-0.1354,0.9482,0.8038,0.5866,-0.1384,0.6538,0.9174,0.4001,-0.213,0.6399,0.9972,-0.067,-0.0925,0.3064,0.9684,-0.2466,-0.259,0.2735,0.9788,-0.2067,-0.0995,0.075,0.561,0.8281,-0.2472,0.0496,0.4682,0.8829,0.0249,-0.3337,-0.2969,0.0521,0.4543,0.6032,0.4362,-0.0422,-0.6606,-0.141,1.2247,1.2913
59.0,0.59,-0.1828,1.1245,0.9977,-0.0263,-0.1232,1.4637,0.9398,-0.3473,-0.2223,1.184,0.9512,-0.3205,-0.1731,1.1759,1.0047,0.0337,-0.2685,0.9505,0.9875,0.1196,-0.1203,0.9491,0.7874,0.6086,-0.1266,0.6531,0.915,0.4056,-0.2054,0.6395,0.9957,-0.0872,-0.0693,0.3039,0.9827,-0.1813,-0.257,0.2737,0.9772,-0.2147,-0.0611,0.0724,0.5079,0.8616,-0.247,0.0499,0.4728,0.8804,0.0264,-0.3277,-0.2987,0.0599,0.4456,0.6245,0.4436,-0.061,-0.5996,-0.1289,1.2206,1.2942
60.0,0.6,-0.1715,1.1234,0.9977,-0.0274,-0.1123,1.463,0.9414,-0.343,-0.2112,1.1827,0.9506,-0.3225,-0.1608,1.1752,1.0044,0.0397,-0.2585,0.9492,0.9887,0.1083,-0.1055,0.9498,0.7706,0.6297,-0.1151,0.6521,0.9135,0.4091,-0.1977,0.6389,0.9936,-0.1072,-0.0465,0.3015,0.9927,-0.1147,-0.255,0.274,0.9753,-0.2233,-0.0229,0.0709,0.4539,0.8912,-0.2469,0.0502,0.4781,0.8775,0.0275,-0.3219,-0.2996,0.0669,0.4361,0.6457,0.4486,-0.08,-0.5362,-0.1176,1.2148,1.297
61.0,0.61,-0.1602,1.122,0.9977,-0.0286,-0.1015,1.4619,0.9431,-0.3383,-0.2,1.1811,0.9501,-0.3244,-0.1484,1.1742,1.0041,0.0453,-0.2483,0.9475,0.9896,0.099,-0.0908,0.9502,0.754,0.6495,-0.1037,0.6507,0.9127,0.411,-0.1898,0.6382,0.9913,-0.1268,-0.0242,0.2992,0.9981,-0.0481,-0.2528,0.2742,0.9731,-0.2325,0.0146,0.0705,0.3975,0.9178,-0.2467,0.0505,0.4827,0.8749,0.0287,-0.3158,-0.3004,0.0738,0.4288,0.666,0.4518,-0.0985,-0.4713,-0.1073,1.2102,1.3011
62.0,0.62,-0.1489,1.1205,0.9976,-0.0294,-0.0907,1.4607,0.9446,-0.3341,-0.1887,1.1793,0.9498,-0.3254,-0.1362,1.173,1.0038,0.0506,-0.2378,0.9457,0.9903,0.0911,-0.0764,0.9505,0.7375,0.6682,-0.0925,0.6489,0.9127,0.4113,-0.1818,0.6373,0.9886,-0.1462,-0.0025,0.2972,0.9991,0.0176,-0.2505,0.2743,0.9707,-0.2423,0.0513,0.0711,0.3421,0.9399,-0.2466,0.0508,0.4884,0.8718,0.0294,-0.3105,-0.3006,0.0798,0.4218,0.6857,0.4528,-0.1174,-0.4058,-0.0978,1.2041,1.3048
63.0,0.63,-0.1375,1.1188,0.9976,-0.0301,-0.0799,1.4593,0.9461,-0.3298,-0.1774,1.1773,0.9499,-0.3256,-0.1241,1.1715,1.0035,0.0557,-0.227,0.9436,0.9908,0.0846,-0.0621,0.9505,0.7211,0.6858,-0.0813,0.6468,0.913,0.4108,-0.1737,0.6363,0.9856,-0.1649,0.0186,0.2953,0.9959,0.0811,-0.248,0.2745,0.9681,-0.2529,0.0868,0.0728,0.2877,0.958,-0.2464,0.0512,0.4941,0.8685,0.0302,-0.3052,-0.3001,0.0856,0.4154,0.7048,0.453,-0.1356,-0.3416,-0.0897,1.1977,1.309
64.0,0.64,-0.1261,1.1169,0.9976,-0.0304,-0.069,1.4578,0.9477,-0.3254,-0.1659,1.1751,0.9501,-0.3251,-0.112,1.1699,1.0033,0.0604,-0.2158,0.9413,0.9912,0.0794,-0.0481,0.9502,0.7052,0.7021,-0.0701,0.6445,0.9137,0.4095,-0.1653,0.6352,0.9822,-0.1835,0.0391,0.2937,0.9893,0.1406,-0.2454,0.2746,0.9651,-0.2641,0.1206,0.0752,0.2364,0.972,-0.2463,0.0516,0.5011,0.8644,0.0304,-0.3003,-0.2992,0.0905,0.4096,0.7231,0.4518,-0.1542,-0.2801,-0.0825,1.191,1.3125
65.0,0.65,-0.1147,1.1149,0.9975,-0.0306,-0.0582,1.4562,0.9491,-0.3214,-0.1544,1.1728,0.9506,-0.3239,-0.1,1.1682,1.003,0.0644,-0.2043,0.9388,0.9914,0.0759,-0.0344,0.9498,0.6901,0.7169,-0.0589,0.6421,0.9145,0.4077,-0.1567,0.6341,0.9787,-0.2013,0.0587,0.2922,0.9798,0.1959,-0.2425,0.2748,0.9618,-0.2761,0.1527,0.0782,0.1885,0.9824,-0.2462,0.052,0.5078,0.8604,0.0307,-0.2958,-0.2978,0.0948,0.4049,0.7403,0.4501,-0.1722,-0.2221,-0.0767,1.1839,1.3172
66.0,0.66,-0.1033,1.1128,0.9975,-0.0304,-0.0473,1.4545,0.9505,-0.3171,-0.1428,1.1703,0.9513,-0.3222,-0.088,1.1663,1.0027,0.0682,-0.1926,0.9361,0.9915,0.0738,-0.021,0.9492,0.6758,0.7304,-0.0475,0.6395,0.9155,0.4057,-0.1479,0.6328,0.9749,-0.2187,0.0776,0.2908,0.9688,0.2449,-0.2394,0.275,0.958,-0.289,0.1826,0.0815,0.1439,0.99,-0.246,0.0526,0.5155,0.8558,0.0305,-0.2915,-0.2961,0.0983,0.4008,0.7564,0.4476,-0.1902,-0.1695,-0.0723,1.1788,1.3217
67.0,0.67,-0.0917,1.1107,0.9975,-0.0302,-0.0364,1.4527,0.9518,-0.3131,-0.131,1.1678,0.9521,-0.3199,-0.0761,1.1644,1.0025,0.0709,-0.1804,0.9334,0.9915,0.0734,-0.0078,0.9484,0.6627,0.7423,-0.036,0.6369,0.9163,0.404,-0.1388,0.6315,0.971,-0.235,0.0955,0.2896,0.9571,0.2872,-0.236,0.2753,0.9536,-0.3032,0.2101,0.0847,0.1061,0.9948,-0.2457,0.0532,0.525,0.85,0.0303,-0.2875,-0.2938,0.1009,0.3979,0.7714,0.4455,-0.2071,-0.1236,-0.0704,1.173,1.3253
68.0,0.68,-0.0801,1.1086,0.9975,-0.0299,-0.0255,1.451,0.9533,-0.3089,-0.1191,1.1653,0.9534,-0.3165,-0.0643,1.1625,1.0024,0.0732,-0.1679,0.9306,0.9914,0.0738,0.0051,0.9476,0.6508,0.7527,-0.0244,0.6344,0.9169,0.4028,-0.1295,0.6303,0.9671,-0.2505,0.1126,0.2884,0.946,0.3218,-0.2323,0.2757,0.9488,-0.3181,0.2351,0.0875,0.0737,0.9977,-0.2454,0.0539,0.5349,0.8437,0.0299,-0.2834,-0.2906,0.1028,0.3948,0.7849,0.4438,-0.2235,-0.086,-0.07,1.1692,1.3293
69.0,0.69,-0.0683,1.1065,0.9975,-0.0292,-0.0144,1.4492,0.9545,-0.305,-0.1071,1.1627,0.9547,-0.3128,-0.0525,1.1606,1.0023,0.0745,-0.1551,0.9276,0.9911,0.0759,0.0176,0.9466,0.6404,0.7615,-0.0125,0.632,0.9175,0.4016,-0.1199,0.6289,0.963,-0.2655,0.1287,0.2871,0.9363,0.3491,-0.2284,0.2761,0.9434,-0.3341,0.2574,0.0897,0.048,0.9993,-0.245,0.0546,0.5459,0.8366,0.0293,-0.28,-0.2873,0.1035,0.393,0.7973,0.4418,-0.2398,-0.0556,-0.0713,1.1659,1.333
70.0,0.7,-0.0565,1.1044,0.9975,-0.0285,-0.0033,1.4476,0.9559,-0.3008,-0.0949,1.1601,0.9563,-0.3083,-0.0408,1.1588,1.0022,0.0749,-0.1418,0.9247,0.9908,0.0793,0.0299,0.9455,0.6316,0.7688,-0.0005,0.6298,0.9178,0.4011,-0.1099,0.6277,0.9591,-0.2792,0.1437,0.2859,0.9289,0.3683,-0.224,0.2766,0.9373,-0.351,0.2769,0.091,0.0299,1.0002,-0.2444,0.0556,0.5586,0.8281,0.0286,-0.2763,-0.2833,0.1032,0.3917,0.8084,0.4406,-0.2547,-0.0345,-0.075,1.1634,1.3356
