# Model:
# Number_of_Rigid_Bodies:12
# Number_of_Frames:109
# Sampling_Frequency:100

# ***** Coordinates [m] *****
# Frame,Time,Body_1_X,Body_1_Y,Body_1_Ux,Body_1_Uy,Body_2_X,Body_2_Y,Body_2_Ux,Body_2_Uy,Body_3_X,Body_3_Y,Body_3_Ux,Body_3_Uy,Body_4_X,Body_4_Y,Body_4_Ux,Body_4_Uy,Body_5_X,Body_5_Y,Body_5_Ux,Body_5_Uy,Body_6_X,Body_6_Y,Body_6_Ux,Body_6_Uy,Body_7_X,Body_7_Y,Body_7_Ux,Body_7_Uy,Body_8_X,Body_8_Y,Body_8_Ux,Body_8_Uy,Body_9_X,Body_9_Y,Body_9_Ux,Body_9_Uy,Body_10_X,Body_10_Y,Body_10_Ux,Body_10_Uy,Body_11_X,Body_11_Y,Body_11_Ux,Body_11_Uy,Body_12_X,Body_12_Y,Body_12_Ux,Body_12_Uy
52.0,0.52,0.5852,0.9555,0.9995,0.0327,0.5926,1.4341,0.9917,-0.1288,0.5945,1.1618,0.9881,0.1539,0.5417,1.1695,0.9666,-0.2562,0.6831,0.9448,0.6044,0.7967,0.4926,0.9333,0.9961,-0.0886,0.5509,0.6246,0.969,-0.2469,0.664,0.6314,0.8991,0.4378,0.4466,0.2689,0.945,-0.327,0.8216,0.2956,0.9139,0.4059,0.4295,0.0442,0.4691,0.8832,0.9647,0.1089,0.0632,0.998
53.0,0.53,0.5978,0.9543,0.9995,0.0331,0.6045,1.433,0.9922,-0.1248,0.6063,1.1606,0.9889,0.1488,0.5546,1.1683,0.9675,-0.2528,0.6935,0.9427,0.6134,0.7898,0.5064,0.9319,0.9965,-0.0836,0.5627,0.6237,0.9676,-0.2525,0.6774,0.6306,0.897,0.4421,0.4534,0.2696,0.9366,-0.3503,0.834,0.2945,0.9192,0.3938,0.4307,0.0453,0.4922,0.8705,0.9746,0.1055,0.0817,0.9967
54.0,0.54,0.6106,0.9535,0.9994,0.0334,0.6165,1.4322,0.9928,-0.12,0.6181,1.1596,0.9898,0.1426,0.5677,1.1673,0.9686,-0.2488,0.7036,0.9407,0.6242,0.7813,0.5208,0.9307,0.997,-0.0771,0.5749,0.623,0.9666,-0.2564,0.691,0.6301,0.8947,0.4466,0.461,0.2706,0.9273,-0.3744,0.846,0.2933,0.9264,0.3764,0.4323,0.0467,0.5198,0.8543,0.9829,0.1015,0.1062,0.9943
55.0,0.55,0.6236,0.9528,0.9994,0.0339,0.6285,1.4317,0.9934,-0.1146,0.63,1.1588,0.9908,0.1351,0.5811,1.1665,0.9697,-0.2443,0.7133,0.9387,0.6369,0.771,0.5355,0.9297,0.9976,-0.0691,0.5876,0.6224,0.9661,-0.2581,0.7048,0.6299,0.8925,0.4511,0.4694,0.2718,0.9168,-0.3994,0.8574,0.2923,0.9349,0.3548,0.4343,0.0482,0.5524,0.8336,0.9898,0.0969,0.135,0.9908
56.0,0.56,0.6367,0.9524,0.9994,0.0344,0.6406,1.4314,0.9941,-0.1086,0.6418,1.1583,0.992,0.1265,0.5947,1.1659,0.971,-0.2393,0.7227,0.9369,0.6512,0.7589,0.5506,0.9289,0.9982,-0.0597,0.601,0.622,0.9663,-0.2574,0.7187,0.6298,0.8904,0.4551,0.4788,0.2733,0.905,-0.4253,0.8684,0.2913,0.944,0.3299,0.4367,0.0499,0.5902,0.8073,0.9955,0.0922,0.1664,0.9861
57.0,0.57,0.6499,0.9523,0.9994,0.035,0.6528,1.4313,0.9948,-0.1021,0.6536,1.158,0.9931,0.1169,0.6085,1.1656,0.9723,-0.2338,0.7318,0.9351,0.667,0.745,0.5661,0.9283,0.9988,-0.0488,0.6149,0.6217,0.9672,-0.2539,0.7326,0.63,0.8887,0.4584,0.4892,0.2748,0.892,-0.452,0.8788,0.2904,0.9531,0.3026,0.4396,0.0517,0.6329,0.7742,1.0001,0.0875,0.1987,0.9801
58.0,0.58,0.6633,0.9523,0.9994,0.0356,0.6649,1.4315,0.9955,-0.0952,0.6653,1.1579,0.9943,0.1063,0.6224,1.1655,0.9737,-0.2277,0.7405,0.9335,0.6842,0.7293,0.582,0.9279,0.9993,-0.0364,0.6294,0.6215,0.9689,-0.2473,0.7465,0.6302,0.8876,0.4607,0.5008,0.2765,0.8775,-0.4795,0.8888,0.2896,0.9617,0.2741,0.4431,0.0537,0.6799,0.7333,1.004,0.083,0.2301,0.9732
59.0,0.59,0.6767,0.9526,0.9993,0.0363,0.6771,1.4318,0.9961,-0.0879,0.6771,1.1579,0.9955,0.095,0.6364,1.1655,0.9752,-0.2211,0.7489,0.9319,0.7023,0.7118,0.5982,0.9276,0.9997,-0.0225,0.6446,0.6213,0.9714,-0.2374,0.7602,0.6305,0.887,0.4617,0.5136,0.2784,0.8616,-0.5075,0.8983,0.2888,0.9695,0.2451,0.4472,0.056,0.7299,0.6836,1.0072,0.0789,0.2592,0.9658
60.0,0.6,0.6902,0.9529,0.9993,0.037,0.6892,1.4322,0.9968,-0.0805,0.6887,1.1581,0.9965,0.083,0.6506,1.1656,0.9768,-0.214,0.757,0.9305,0.7213,0.6926,0.6147,0.9274,1.0,-0.0071,0.6604,0.6212,0.9746,-0.224,0.7736,0.6308,0.8874,0.4611,0.5277,0.2803,0.8443,-0.5359,0.9073,0.288,0.9763,0.2166,0.4519,0.0586,0.7809,0.6247,1.0101,0.0751,0.2848,0.9586
61.0,0.61,0.7036,0.9534,0.9993,0.0378,0.7013,1.4327,0.9973,-0.073,0.7002,1.1585,0.9975,0.0706,0.6647,1.1659,0.9785,-0.2062,0.7648,0.9291,0.7407,0.6718,0.6314,0.9274,1.0,0.0098,0.6767,0.621,0.9783,-0.207,0.7868,0.6311,0.8886,0.4588,0.543,0.2823,0.8255,-0.5643,0.9158,0.2872,0.9819,0.1893,0.4574,0.0616,0.8307,0.5567,1.0127,0.0718,0.3061,0.952
62.0,0.62,0.717,0.9539,0.9993,0.0386,0.7134,1.4333,0.9978,-0.0655,0.7116,1.1589,0.9983,0.0579,0.6789,1.1661,0.9802,-0.1978,0.7722,0.9278,0.7604,0.6495,0.6484,0.9274,0.9996,0.0283,0.6935,0.6209,0.9824,-0.1866,0.7996,0.6313,0.8907,0.4546,0.5597,0.2845,0.8056,-0.5925,0.9237,0.2862,0.9865,0.1637,0.4638,0.0653,0.8768,0.4809,1.0152,0.0688,0.3227,0.9465
63.0,0.63,0.7302,0.9544,0.9992,0.0394,0.7253,1.4339,0.9983,-0.0582,0.7229,1.1593,0.999,0.045,0.693,1.1665,0.982,-0.1887,0.7794,0.9267,0.78,0.6258,0.6656,0.9275,0.9988,0.0484,0.7107,0.6207,0.9866,-0.1629,0.812,0.6313,0.8938,0.4485,0.5776,0.2868,0.7847,-0.6198,0.9312,0.285,0.9901,0.1402,0.4712,0.0696,0.9169,0.3992,1.0176,0.0662,0.3347,0.9423
64.0,0.64,0.7433,0.955,0.9992,0.0403,0.737,1.4346,0.9987,-0.0511,0.734,1.1598,0.9995,0.0322,0.707,1.1668,0.9838,-0.1791,0.7864,0.9256,0.7993,0.601,0.6828,0.9277,0.9975,0.07,0.7282,0.6207,0.9907,-0.1362,0.8239,0.6312,0.8978,0.4405,0.5966,0.2893,0.7633,-0.646,0.9381,0.2836,0.9929,0.1188,0.4799,0.0747,0.9493,0.3145,1.0201,0.0638,0.3423,0.9396
65.0,0.65,0.7562,0.9556,0.9992,0.0411,0.7486,1.4352,0.999,-0.0442,0.7449,1.1604,0.9998,0.0195,0.7209,1.1672,0.9856,-0.1688,0.7931,0.9246,0.818,0.5752,0.7002,0.9279,0.9957,0.0931,0.746,0.6207,0.9943,-0.107,0.8353,0.6311,0.9025,0.4307,0.6167,0.292,0.7419,-0.6705,0.9444,0.2821,0.995,0.0997,0.49,0.0805,0.9731,0.2304,1.0225,0.0616,0.3461,0.9382
66.0,0.66,0.7689,0.9562,0.9991,0.042,0.7601,1.4358,0.9993,-0.0375,0.7557,1.1609,1.0,0.0072,0.7346,1.1675,0.9874,-0.1581,0.7997,0.9237,0.8361,0.5487,0.7176,0.9281,0.9931,0.1176,0.7639,0.6209,0.9971,-0.0756,0.8462,0.6308,0.9078,0.4193,0.6377,0.2948,0.7211,-0.6929,0.9503,0.2804,0.9966,0.0826,0.5017,0.0868,0.9886,0.1506,1.0249,0.0596,0.3468,0.9379
67.0,0.67,0.7813,0.9569,0.9991,0.043,0.7713,1.4365,0.9995,-0.0312,0.7662,1.1616,1.0,-0.0048,0.7482,1.168,0.9892,-0.1468,0.8061,0.923,0.8532,0.5216,0.7351,0.9285,0.9896,0.1436,0.7819,0.6212,0.9991,-0.0427,0.8567,0.6305,0.9137,0.4065,0.6595,0.2979,0.7015,-0.7127,0.9556,0.2786,0.9977,0.0675,0.5152,0.0934,0.9969,0.0786,1.0273,0.0577,0.3453,0.9385
68.0,0.68,0.7936,0.9576,0.999,0.0439,0.7824,1.4372,0.9997,-0.0253,0.7766,1.1623,0.9999,-0.0164,0.7616,1.1684,0.9908,-0.1351,0.8123,0.9225,0.8694,0.4941,0.7525,0.9291,0.9853,0.1708,0.7998,0.6218,1.0,-0.0086,0.8667,0.6302,0.9198,0.3924,0.682,0.301,0.6839,-0.7296,0.9605,0.2769,0.9985,0.054,0.5305,0.1001,0.9999,0.0173,1.0296,0.0559,0.3423,0.9396
69.0,0.69,0.8056,0.9584,0.999,0.0448,0.7933,1.438,0.9998,-0.0196,0.7869,1.1631,0.9996,-0.0275,0.7749,1.169,0.9924,-0.1232,0.8185,0.9222,0.8845,0.4665,0.7699,0.9298,0.98,0.1992,0.8176,0.6226,0.9997,0.026,0.8764,0.6299,0.9261,0.3772,0.7049,0.3043,0.6689,-0.7434,0.9651,0.2751,0.9991,0.0419,0.5478,0.1066,0.9995,-0.0311,1.0318,0.0543,0.3386,0.9409
70.0,0.7,0.8174,0.9593,0.999,0.0458,0.804,1.4389,0.9999,-0.0143,0.797,1.164,0.9993,-0.0381,0.7879,1.1697,0.9938,-0.111,0.8246,0.922,0.8985,0.4389,0.7872,0.9308,0.9735,0.2286,0.8353,0.6238,0.9981,0.0609,0.8857,0.6297,0.9325,0.3613,0.7283,0.3077,0.6571,-0.7538,0.9692,0.2735,0.9995,0.031,0.567,0.1125,0.9979,-0.0653,1.0338,0.0529,0.3349,0.9422
71.0,0.71,0.8291,0.9603,0.9989,0.0467,0.8147,1.4399,1.0,-0.0093,0.807,1.1651,0.9988,-0.0484,0.8008,1.1705,0.9951,-0.0987,0.8307,0.9222,0.9114,0.4114,0.8044,0.932,0.9659,0.2588,0.8527,0.6252,0.9954,0.0957,0.8947,0.6297,0.9388,0.3446,0.752,0.311,0.649,-0.7608,0.9731,0.2721,0.9998,0.0209,0.5881,0.1176,0.9964,-0.0846,1.0357,0.0516,0.3317,0.9434
72.0,0.72,0.8406,0.9614,0.9989,0.0476,0.8252,1.441,1.0,-0.0048,0.8169,1.1663,0.9983,-0.0582,0.8136,1.1715,0.9963,-0.0865,0.8368,0.9225,0.9232,0.3843,0.8216,0.9334,0.9572,0.2895,0.8699,0.627,0.9915,0.13,0.9035,0.6298,0.9449,0.3272,0.776,0.3143,0.6449,-0.7643,0.9766,0.2708,0.9999,0.0116,0.6111,0.1217,0.996,-0.0891,1.0375,0.0504,0.3293,0.9442
73.0,0.73,0.852,0.9627,0.9988,0.0484,0.8357,1.4423,1.0,-0.0005,0.8267,1.1676,0.9977,-0.0678,0.8262,1.1727,0.9972,-0.0744,0.8429,0.9232,0.9339,0.3576,0.8386,0.9352,0.9473,0.3205,0.8869,0.6291,0.9865,0.1637,0.912,0.6301,0.951,0.3093,0.8001,0.3174,0.6451,-0.7641,0.9799,0.2698,1.0,0.0028,0.6358,0.1247,0.9968,-0.0793,1.039,0.0495,0.3279,0.9447
74.0,0.74,0.8633,0.9641,0.9988,0.0492,0.8462,1.4437,1.0,0.0033,0.8365,1.1691,0.997,-0.0771,0.8388,1.1739,0.998,-0.0626,0.8491,0.924,0.9435,0.3315,0.8555,0.9372,0.9362,0.3515,0.9037,0.6315,0.9805,0.1966,0.9204,0.6305,0.9568,0.2908,0.8245,0.3203,0.6495,-0.7604,0.983,0.269,1.0,-0.0055,0.6623,0.1267,0.9984,-0.0561,1.0404,0.0486,0.3276,0.9448
75.0,0.75,0.8745,0.9656,0.9988,0.0498,0.8568,1.4452,1.0,0.0067,0.8463,1.1707,0.9963,-0.0862,0.8512,1.1754,0.9987,-0.051,0.8554,0.9251,0.952,0.3061,0.8723,0.9394,0.924,0.3824,0.9203,0.6341,0.9735,0.2287,0.9286,0.6311,0.9624,0.2718,0.849,0.3231,0.6581,-0.7529,0.9858,0.2683,0.9999,-0.0135,0.6905,0.1276,0.9998,-0.0208,1.0416,0.048,0.3283,0.9446
76.0,0.76,0.8858,0.9672,0.9987,0.0504,0.8674,1.4467,1.0,0.0098,0.8562,1.1724,0.9955,-0.0952,0.8637,1.1769,0.9992,-0.0399,0.8618,0.9263,0.9596,0.2815,0.8889,0.9419,0.9108,0.4128,0.9366,0.637,0.9657,0.2598,0.9366,0.6318,0.9677,0.2521,0.8738,0.3256,0.6706,-0.7418,0.9883,0.2679,0.9998,-0.0212,0.7202,0.1275,0.9997,0.0251,1.0426,0.0475,0.3301,0.944
77.0,0.77,0.897,0.9688,0.9987,0.0509,0.8781,1.4483,0.9999,0.0125,0.8661,1.1741,0.9946,-0.1041,0.8761,1.1784,0.9996,-0.0291,0.8683,0.9276,0.9662,0.2578,0.9054,0.9444,0.8967,0.4426,0.9528,0.64,0.9571,0.2898,0.9445,0.6326,0.9728,0.2318,0.8987,0.3279,0.6867,-0.7269,0.9907,0.2676,0.9996,-0.0285,0.7513,0.1265,0.9968,0.0796,1.0435,0.047,0.3327,0.943
78.0,0.78,0.9082,0.9704,0.9987,0.0512,0.8888,1.4499,0.9999,0.0148,0.876,1.1758,0.9936,-0.113,0.8886,1.18,0.9998,-0.0187,0.875,0.9291,0.9719,0.2352,0.9218,0.9471,0.8818,0.4715,0.9688,0.6431,0.9479,0.3187,0.9524,0.6334,0.9775,0.211,0.9237,0.3299,0.706,-0.7082,0.9929,0.2674,0.9994,-0.0357,0.7839,0.1249,0.99,0.141,1.0442,0.0467,0.336,0.9419
79.0,0.79,0.9194,0.9719,0.9987,0.0515,0.8997,1.4514,0.9999,0.0169,0.886,1.1774,0.9926,-0.1217,0.901,1.1815,1.0,-0.0087,0.8818,0.9305,0.9769,0.2139,0.938,0.9498,0.8663,0.4996,0.9845,0.6462,0.9381,0.3463,0.9601,0.6342,0.9819,0.1897,0.9489,0.3315,0.728,-0.6856,0.9949,0.2673,0.9991,-0.0426,0.8176,0.1226,0.9783,0.207,1.0447,0.0464,0.3399,0.9404
80.0,0.8,0.9307,0.9733,0.9987,0.0517,0.9106,1.4529,0.9998,0.0186,0.8961,1.179,0.9915,-0.1302,0.9134,1.1829,1.0,0.001,0.8888,0.9319,0.981,0.1939,0.9541,0.9524,0.8501,0.5266,1.0,0.6492,0.928,0.3726,0.9677,0.6349,0.9858,0.1679,0.9742,0.3329,0.7522,-0.6589,0.9968,0.2672,0.9988,-0.0494,0.8525,0.1199,0.9612,0.2757,1.0451,0.0461,0.3443,0.9388
81.0,0.81,0.9419,0.9746,0.9987,0.0518,0.9216,1.4541,0.9998,0.0202,0.9062,1.1804,0.9904,-0.1386,0.9258,1.1841,0.9999,0.0104,0.896,0.9333,0.9845,0.1753,0.97,0.955,0.8335,0.5525,1.0153,0.6521,0.9177,0.3973,0.9753,0.6356,0.9893,0.146,0.9996,0.3339,0.7781,-0.6282,0.9985,0.2672,0.9984,-0.0561,0.8883,0.1168,0.9385,0.3453,1.0454,0.0458,0.3492,0.9371
82.0,0.82,0.9531,0.9756,0.9987,0.0518,0.9325,1.4551,0.9998,0.0217,0.9163,1.1816,0.9892,-0.1467,0.9381,1.1852,0.9998,0.0196,0.9034,0.9344,0.9874,0.1583,0.9858,0.9574,0.8165,0.5773,1.0302,0.6549,0.9074,0.4203,0.9828,0.6361,0.9923,0.124,1.025,0.3345,0.8051,-0.5931,1.0003,0.2671,0.998,-0.0627,0.9251,0.1134,0.9102,0.4142,1.0457,0.0456,0.3543,0.9351
83.0,0.83,0.9643,0.9764,0.9987,0.0519,0.9435,1.4559,0.9997,0.0231,0.9264,1.1826,0.988,-0.1544,0.9504,1.186,0.9996,0.0287,0.911,0.9354,0.9897,0.143,1.0014,0.9596,0.7992,0.6011,1.0448,0.6573,0.8972,0.4416,0.9903,0.6365,0.9948,0.1021,1.0504,0.3347,0.8327,-0.5537,1.002,0.2671,0.9976,-0.0694,0.9626,0.1098,0.8766,0.4812,1.0459,0.0452,0.3599,0.933
84.0,0.84,0.9754,0.977,0.9986,0.052,0.9543,1.4565,0.9997,0.0244,0.9365,1.1833,0.9868,-0.1617,0.9626,1.1866,0.9993,0.0378,0.9188,0.9362,0.9916,0.1294,1.0169,0.9616,0.7816,0.6238,1.0591,0.6595,0.8875,0.4608,0.9978,0.6368,0.9968,0.0805,1.0757,0.3345,0.8603,-0.5097,1.0037,0.2669,0.9971,-0.0762,1.0008,0.1061,0.8382,0.5453,1.0462,0.0448,0.3657,0.9307
85.0,0.85,0.9864,0.9773,0.9986,0.0521,0.9652,1.4568,0.9997,0.0259,0.9466,1.1837,0.9857,-0.1685,0.9748,1.187,0.9989,0.0468,0.9268,0.9367,0.9931,0.1174,1.0322,0.9633,0.7638,0.6454,1.0729,0.6612,0.8784,0.478,1.0054,0.6368,0.9982,0.0593,1.1009,0.3339,0.8873,-0.4612,1.0056,0.2667,0.9965,-0.0832,1.0396,0.1023,0.7956,0.6058,1.0465,0.0444,0.3719,0.9283
86.0,0.86,0.9974,0.9773,0.9986,0.0522,0.9759,1.4568,0.9996,0.0273,0.9567,1.1839,0.9846,-0.1748,0.9869,1.187,0.9984,0.0559,0.935,0.9369,0.9942,0.1072,1.0474,0.9648,0.7459,0.6661,1.0863,0.6626,0.8701,0.4928,1.0129,0.6366,0.9993,0.0387,1.1259,0.3329,0.9129,-0.4081,1.0075,0.2664,0.9959,-0.0905,1.079,0.0987,0.7492,0.6623,1.0468,0.0438,0.3785,0.9256
87.0,0.87,1.0083,0.977,0.9986,0.0524,0.9865,1.4565,0.9996,0.0288,0.9668,1.1837,0.9836,-0.1804,0.9989,1.1868,0.9979,0.0651,0.9435,0.9369,0.9951,0.0985,1.0624,0.9661,0.7279,0.6857,1.0993,0.6635,0.8629,0.5054,1.0205,0.6363,0.9998,0.0186,1.1507,0.3316,0.9366,-0.3505,1.0096,0.2661,0.9952,-0.0981,1.1189,0.0953,0.6996,0.7146,1.0471,0.0431,0.3854,0.9227
88.0,0.88,1.0192,0.9765,0.9986,0.0526,0.9971,1.456,0.9995,0.0304,0.9769,1.1833,0.9826,-0.1856,1.0108,1.1864,0.9972,0.0742,0.9521,0.9366,0.9958,0.0914,1.0773,0.9672,0.7099,0.7043,1.1118,0.6639,0.8569,0.5156,1.0282,0.6357,1.0,-0.0009,1.1752,0.3301,0.9574,-0.2887,1.0117,0.2656,0.9943,-0.1062,1.1591,0.0924,0.6471,0.7624,1.0475,0.0424,0.3928,0.9196
89.0,0.89,1.03,0.9758,0.9986,0.0529,1.0076,1.4552,0.9995,0.0319,0.9871,1.1827,0.9818,-0.1901,1.0228,1.1857,0.9965,0.0833,0.9611,0.9361,0.9963,0.0858,1.0921,0.968,0.6921,0.7218,1.124,0.6639,0.8522,0.5233,1.0359,0.635,0.9998,-0.0197,1.1994,0.3283,0.9748,-0.2231,1.014,0.2651,0.9934,-0.1149,1.1995,0.0902,0.5922,0.8058,1.0478,0.0416,0.4005,0.9163
90.0,0.9,1.0408,0.9748,0.9986,0.053,1.0182,1.4542,0.9994,0.0335,0.9974,1.1818,0.981,-0.194,1.0347,1.1849,0.9957,0.0921,0.9703,0.9353,0.9967,0.0814,1.1067,0.9686,0.6747,0.7381,1.1357,0.6635,0.8488,0.5286,1.0437,0.6342,0.9993,-0.0381,1.2232,0.3265,0.988,-0.1546,1.0164,0.2645,0.9923,-0.1242,1.2399,0.0889,0.5353,0.8446,1.0481,0.0407,0.4088,0.9126
91.0,0.91,1.0517,0.9736,0.9986,0.0531,1.0288,1.4531,0.9994,0.0349,1.0077,1.1808,0.9803,-0.1974,1.0466,1.1838,0.9949,0.1008,0.9799,0.9344,0.9969,0.0781,1.1212,0.969,0.6577,0.7533,1.1471,0.6627,0.8469,0.5317,1.0516,0.6331,0.9984,-0.0561,1.2465,0.3247,0.9965,-0.084,1.0188,0.2639,0.991,-0.1342,1.2799,0.0888,0.4769,0.879,1.0483,0.0398,0.4177,0.9086
92.0,0.92,1.0627,0.9723,0.9986,0.0531,1.0396,1.4517,0.9993,0.0362,1.0183,1.1795,0.9797,-0.2003,1.0586,1.1826,0.994,0.1089,0.9898,0.9332,0.9971,0.0759,1.1357,0.9692,0.6415,0.7671,1.1582,0.6615,0.8464,0.5326,1.0596,0.632,0.9973,-0.0738,1.2691,0.323,0.9999,-0.0126,1.0213,0.2632,0.9894,-0.1451,1.3192,0.0899,0.4174,0.9087,1.0484,0.0389,0.4273,0.9041
93.0,0.93,1.0738,0.9709,0.9986,0.053,1.0506,1.4503,0.9993,0.0373,1.0292,1.1781,0.9792,-0.2027,1.0707,1.1813,0.9932,0.1165,1.0001,0.9319,0.9972,0.0745,1.15,0.9692,0.6262,0.7796,1.1691,0.6599,0.847,0.5316,1.0678,0.6308,0.9958,-0.0913,1.2911,0.3216,0.9983,0.0582,1.0239,0.2626,0.9876,-0.1569,1.3574,0.0922,0.3574,0.934,1.0482,0.038,0.4378,0.8991
94.0,0.94,1.0851,0.9693,0.9986,0.0527,1.0618,1.4488,0.9993,0.0382,1.0403,1.1767,0.9788,-0.2047,1.083,1.1798,0.9924,0.1234,1.0108,0.9305,0.9973,0.0737,1.1642,0.969,0.6121,0.7907,1.1799,0.6581,0.8487,0.5289,1.0761,0.6296,0.9941,-0.1087,1.3122,0.3205,0.9919,0.1268,1.0264,0.2621,0.9855,-0.1699,1.3941,0.0959,0.2977,0.9547,1.0478,0.0371,0.4492,0.8934
95.0,0.95,1.0966,0.9677,0.9986,0.0521,1.0734,1.4472,0.9992,0.0389,1.0518,1.1751,0.9785,-0.2062,1.0954,1.1784,0.9916,0.1294,1.022,0.929,0.9973,0.0734,1.1784,0.9686,0.5995,0.8004,1.1906,0.6561,0.8512,0.5248,1.0846,0.6283,0.992,-0.1261,1.3324,0.3196,0.9814,0.1917,1.0289,0.2617,0.9829,-0.184,1.4288,0.1006,0.2392,0.971,1.0471,0.0364,0.4619,0.8869
96.0,0.96,1.1083,0.9661,0.9987,0.0514,1.0854,1.4456,0.9992,0.0393,1.0636,1.1735,0.9783,-0.2074,1.1081,1.1768,0.9909,0.1344,1.0337,0.9275,0.9973,0.0736,1.1925,0.968,0.5884,0.8086,1.2014,0.6539,0.8544,0.5197,1.0933,0.6271,0.9896,-0.1435,1.3516,0.3189,0.9679,0.2515,1.0315,0.2614,0.9799,-0.1993,1.4612,0.106,0.183,0.9831,1.0461,0.0359,0.476,0.8795
97.0,0.97,1.1203,0.9645,0.9987,0.0504,1.0977,1.4439,0.9992,0.0395,1.0759,1.1719,0.9781,-0.2082,1.1209,1.1752,0.9904,0.1382,1.0459,0.9259,0.9973,0.074,1.2065,0.9672,0.5792,0.8152,1.2123,0.6517,0.8579,0.5138,1.1022,0.6259,0.9869,-0.1611,1.3697,0.3184,0.9524,0.3047,1.034,0.2613,0.9764,-0.2161,1.4909,0.1118,0.1303,0.9915,1.0448,0.0356,0.4917,0.8708
98.0,0.98,1.1327,0.9628,0.9988,0.0491,1.1105,1.4423,0.9992,0.0394,1.0886,1.1703,0.978,-0.2087,1.134,1.1737,0.99,0.1408,1.0585,0.9243,0.9972,0.0747,1.2204,0.9663,0.5721,0.8202,1.2235,0.6494,0.8616,0.5075,1.1114,0.6247,0.9839,-0.1786,1.3868,0.3178,0.9366,0.3504,1.0366,0.2615,0.9722,-0.2343,1.5178,0.1173,0.0823,0.9966,1.0431,0.0355,0.5092,0.8606
99.0,0.99,1.1454,0.9612,0.9989,0.0476,1.1237,1.4407,0.9992,0.0392,1.1018,1.1687,0.9779,-0.2089,1.1474,1.1721,0.9899,0.1421,1.0717,0.9227,0.9971,0.0755,1.2343,0.9651,0.5671,0.8237,1.2348,0.6472,0.8654,0.5011,1.1209,0.6236,0.9806,-0.1961,1.4028,0.3172,0.9217,0.388,1.0393,0.2619,0.9672,-0.2542,1.5418,0.1222,0.0404,0.9992,1.0411,0.0357,0.5287,0.8488
100.0,1.0,1.1584,0.9596,0.9989,0.0458,1.1374,1.4391,0.9992,0.0387,1.1154,1.1671,0.9779,-0.2089,1.161,1.1705,0.9899,0.1421,1.0854,0.9212,0.9971,0.0763,1.248,0.9637,0.5644,0.8255,1.2465,0.645,0.869,0.4948,1.1307,0.6226,0.977,-0.2135,1.4177,0.3162,0.909,0.4168,1.042,0.2626,0.9613,-0.2756,1.5628,0.1259,0.0057,1.0,1.0387,0.0362,0.5504,0.8349
101.0,1.01,1.1717,0.958,0.999,0.0438,1.1515,1.4376,0.9993,0.0381,1.1294,1.1656,0.978,-0.2088,1.1748,1.169,0.9901,0.1406,1.0995,0.9196,0.997,0.0773,1.2616,0.9622,0.5642,0.8257,1.2585,0.6429,0.8724,0.4888,1.1409,0.6217,0.9731,-0.2304,1.4316,0.3149,0.8995,0.4369,1.0449,0.2635,0.9543,-0.2987,1.5809,0.1281,-0.0205,0.9998,1.0359,0.0371,0.5743,0.8186
102.0,1.02,1.1853,0.9565,0.9991,0.0416,1.166,1.4361,0.9993,0.0373,1.1438,1.1641,0.978,-0.2085,1.1888,1.1674,0.9904,0.1379,1.114,0.9182,0.9969,0.0783,1.2751,0.9604,0.5664,0.8241,1.2709,0.6408,0.8755,0.4832,1.1514,0.6208,0.9691,-0.2467,1.4446,0.3131,0.8938,0.4484,1.0481,0.2648,0.9462,-0.3234,1.5963,0.1285,-0.0375,0.9993,1.033,0.0383,0.6005,0.7996
103.0,1.03,1.1992,0.9551,0.9992,0.0391,1.1808,1.4347,0.9993,0.0364,1.1585,1.1627,0.9781,-0.2082,1.203,1.166,0.991,0.1338,1.1289,0.9167,0.9968,0.0794,1.2883,0.9585,0.5711,0.8209,1.2835,0.6389,0.8783,0.4781,1.1623,0.6201,0.965,-0.2621,1.4566,0.3109,0.8922,0.4516,1.0516,0.2663,0.9369,-0.3497,1.6089,0.127,-0.0447,0.999,1.0299,0.04,0.629,0.7774
104.0,1.04,1.2133,0.9537,0.9993,0.0365,1.196,1.4334,0.9994,0.0353,1.1736,1.1614,0.9782,-0.2079,1.2173,1.1646,0.9917,0.1286,1.1441,0.9154,0.9967,0.0808,1.3014,0.9564,0.5783,0.8158,1.2963,0.6371,0.8809,0.4733,1.1736,0.6193,0.9611,-0.2761,1.4678,0.3082,0.8945,0.447,1.0556,0.2681,0.9261,-0.3774,1.6191,0.1236,-0.0419,0.9991,1.0268,0.042,0.6596,0.7517
105.0,1.05,1.2276,0.9525,0.9994,0.0338,1.2113,1.4322,0.9994,0.0341,1.1888,1.1601,0.9782,-0.2075,1.2317,1.1632,0.9925,0.1222,1.1595,0.9142,0.9966,0.0824,1.3142,0.9542,0.5879,0.8089,1.3094,0.6355,0.8832,0.4689,1.1853,0.6187,0.9575,-0.2883,1.478,0.3051,0.9002,0.4354,1.0603,0.2701,0.9138,-0.4062,1.627,0.1187,-0.0296,0.9996,1.0238,0.0444,0.692,0.7219
