# Model:
# Number_of_Rigid_Bodies:12
# Number_of_Frames:109
# Sampling_Frequency:100

# ***** Coordinates [m] *****
# Frame,Time,Body_1_X,Body_1_Y,Body_1_Ux,Body_1_Uy,Body_2_X,Body_2_Y,Body_2_Ux,Body_2_Uy,Body_3_X,Body_3_Y,Body_3_Ux,Body_3_Uy,Body_4_X,Body_4_Y,Body_4_Ux,Body_4_Uy,Body_5_X,Body_5_Y,Body_5_Ux,Body_5_Uy,Body_6_X,Body_6_Y,Body_6_Ux,Body_6_Uy,Body_7_X,Body_7_Y,Body_7_Ux,Body_7_Uy,Body_8_X,Body_8_Y,Body_8_Ux,Body_8_Uy,Body_9_X,Body_9_Y,Body_9_Ux,Body_9_Uy,Body_10_X,Body_10_Y,Body_10_Ux,Body_10_Uy,Body_11_X,Body_11_Y,Body_11_Ux,Body_11_Uy,Body_12_X,Body_12_Y,Body_12_Ux,Body_12_Uy,Mixed_Ang_Driver_1,Mixed_Ang_Driver_2,Mixed_Ang_Driver_3,Mixed_Ang_Driver_4,Mixed_Ang_Driver_5,Mixed_Ang_Driver_6,Mixed_Ang_Driver_7,Mixed_Ang_Driver_8,Mixed_Ang_Driver_9,Mixed_Ang_Driver_10,Mixed_Ang_Driver_11,Mixed_Ang_Driver_12
6.0,0.06,0.7916,3.1092,-0.0683,-7.6021,1.8689,1.3826,-0.4952,-0.3761,3.1291,4.1298,0.0896,4.5344,1.7244,2.3044,-0.8795,-4.2918,4.4023,4.1773,-1.6246,6.2563,-1.8884,1.1068,27.2251,-27.461,-1.6952,2.9748,0.1832,-0.4004,4.7247,1.4794,12.4574,37.51,-2.5001,4.8084,-7.1621,-3.3725,13.3315,2.6736,-15.7493,-4.1398,-4.0292,6.0407,3.9102,-16.5117,7.1524,5.5051,7.489,-84.7836,7.6019,7.1296,12.0632,3.3727,2.0717,-34.4859,7.1764,47.0233,-1.0856,-52.2021,-5.803,-61.4484
7.0,0.07,-1.6419,1.8642,-0.0316,1.6347,-1.3912,3.2151,-0.4976,-1.3455,-1.2522,1.7515,0.1719,5.2374,-1.901,2.6218,-1.2155,0.4775,0.1002,2.7169,-1.9972,7.6099,-3.1022,1.9527,12.2278,-15.9945,-3.9327,1.868,6.3814,-14.6247,6.509,-0.7007,14.1382,46.0388,-5.8617,0.8934,-9.2565,5.8472,15.7941,-1.9045,-15.6234,-2.3633,-4.9068,6.5899,-63.245,1.9221,10.6549,3.2623,-18.1009,-67.149,-1.6343,-3.062,3.4847,-1.1558,2.7731,-20.3652,-17.5556,46.4055,23.6765,-59.8425,53.8976,-37.076
8.0,0.08,-0.1208,2.6868,0.0077,-4.1848,1.2515,1.3652,-1.8225,-5.8778,1.6203,3.3068,0.0857,5.7874,0.3057,2.8682,-1.2628,-2.9686,2.2269,3.6498,-0.1265,-4.1379,-1.6466,0.8394,21.5996,-27.3167,-2.3668,1.3406,3.3771,-7.6068,4.0811,1.1686,8.2739,33.5786,-4.0907,2.3203,-7.8521,-0.1586,12.9659,2.0684,-11.2442,4.969,-4.297,5.3631,-25.1175,-5.5993,12.1025,6.9565,-48.5163,-32.6183,4.1841,-1.9378,9.8664,1.2368,-9.7112,-31.649,-4.1131,38.6226,9.6782,-38.3463,21.0686,-4.3526
9.0,0.09,-2.0951,1.4517,-0.0801,-6.4279,-0.6577,1.3477,-0.572,-1.4334,-0.0363,2.3256,-0.3114,4.6911,-1.3608,1.1169,-1.2914,-3.8883,2.0384,3.0155,-4.0119,17.0757,-4.2597,1.6796,8.3602,-17.0356,-5.9214,0.9553,4.3607,-10.1882,3.2024,0.1711,9.0299,43.9247,-5.612,2.03,-10.2175,15.9188,14.4388,-0.9377,-6.2034,11.3683,-1.6257,7.3519,-56.076,8.8596,14.8717,2.3079,-53.6543,-37.1961,6.4283,4.9173,10.9852,2.5579,13.1317,-14.121,-4.6198,51.0343,28.5115,-41.0454,38.4939,-19.1077
10.0,0.1,-1.5734,1.8557,0.1303,5.7128,-1.3364,1.4012,-2.5452,-9.5279,-1.8488,2.4345,-0.3411,5.2238,-1.6622,1.9874,-1.1853,7.9462,0.2532,2.9944,-4.1234,15.9487,-1.3584,0.6533,10.6118,-22.0348,-2.4573,1.3803,6.4254,-15.3306,4.3758,1.7772,1.0952,24.2448,-5.0855,0.572,-7.4627,3.3595,12.6845,1.0457,2.6043,20.3417,-4.0572,6.5785,-71.9379,18.7191,16.192,4.8391,-65.6934,-8.0317,-5.7142,-15.564,-0.7001,2.1576,11.5204,-31.245,-22.3062,17.9907,21.0175,-8.1342,69.4931,-5.017
11.0,0.11,-1.2276,1.794,-0.0659,-6.7694,0.2681,1.4177,-0.6105,-1.841,1.0317,3.055,-0.5174,5.3232,-0.2808,1.1247,-1.3829,-2.5488,1.7062,3.7509,-1.0555,-1.6171,-1.8956,0.8635,4.2226,-17.637,-6.1098,-0.827,8.3151,-19.9184,1.491,1.1233,0.1892,30.3961,-6.6706,-0.1273,-9.261,23.738,10.3581,1.3494,-1.5335,14.4291,-1.936,3.5594,-26.6846,5.8272,16.8441,4.365,-76.2471,52.3813,6.7695,4.857,11.9419,4.203,-6.4833,-13.4256,-14.7606,36.3891,46.2861,-21.7047,2.2151,58.338
12.0,0.12,-3.1474,0.3883,-0.0772,-0.4765,-2.455,0.6178,-0.9182,-3.5717,-2.7289,0.1693,-1.0298,2.8097,-2.5894,0.6717,-1.0939,3.6151,-0.3702,0.9938,-7.0122,24.371,-3.7717,1.3926,1.1819,-16.676,-5.8987,0.1671,5.4499,-14.3866,0.8739,1.3717,-3.4028,24.5544,-6.4224,-0.4474,-7.1353,15.55,10.2661,-0.2391,14.3181,27.5394,-1.4524,5.3622,-75.3123,28.1248,19.1827,0.7242,-65.6898,54.5921,0.4778,-3.199,3.0709,4.0281,22.8904,-17.1275,-14.8667,23.8914,31.5735,4.6027,64.0755,33.6782
13.0,0.13,-0.1645,1.245,-0.1176,-3.7825,0.7569,1.36,-0.3149,-1.0618,0.6508,2.1625,-1.6986,-0.1912,0.7201,-0.6394,-1.0394,2.1497,0.8689,3.2652,-3.1032,4.9627,-0.2049,-0.8244,1.4419,-19.2969,-3.9345,-0.0019,5.9181,-16.4786,0.5901,4.3232,-8.1155,10.2823,-6.1292,0.1197,-5.4573,8.3901,8.1473,4.0948,18.4596,28.5686,-4.6889,2.5922,-18.1758,6.4388,20.5256,2.5623,-53.1809,106.9566,3.7839,2.6902,3.3532,5.8765,6.0295,-18.2164,-13.6722,12.6574,26.294,22.6401,10.423,77.399
14.0,0.14,-3.6465,1.2825,0.1148,6.7466,-3.448,0.2259,-2.8126,-11.5548,-3.3158,1.7714,0.0356,11.2639,-3.4792,1.8603,-0.4638,11.2503,-0.4058,2.7231,-6.0231,14.2172,-2.4108,2.3853,-6.471,-10.7682,-4.9748,-1.014,8.3549,-23.9748,-0.1426,2.5963,-9.6011,8.001,-5.6962,-1.6954,-5.6965,27.487,4.7836,-0.0601,23.8751,29.4382,0.8565,2.0417,-42.6177,17.6914,17.6595,-2.1368,-35.1571,112.4839,-6.7478,-18.6271,4.3355,4.3941,4.2746,-16.0657,-32.0689,0.0136,53.1564,29.3433,18.3248,75.2847
15.0,0.15,-0.4195,1.0199,-0.1881,-7.6797,0.9596,1.4485,0.3005,1.3517,-0.2847,1.3668,-3.1382,-9.6574,0.5307,-0.5207,-1.2298,-3.1022,-0.3892,1.9336,-7.5907,17.8494,-1.2336,-0.4267,-2.3148,-18.9113,-5.0896,0.2106,3.6446,-14.0272,-1.6629,4.3887,-10.5372,6.7124,-5.7946,-0.3562,-4.0211,14.1819,6.1187,3.5856,28.8792,30.4096,-2.3093,1.0872,-12.2038,5.1153,21.2098,-1.5793,-14.7902,145.6641,7.6817,9.0808,-2.2408,4.5258,29.2533,-11.2831,-6.6933,13.4395,28.7399,34.8623,-1.1004,103.1201
16.0,0.16,-4.6898,0.3668,-0.1474,3.8937,-3.4699,-0.2306,-3.1912,-13.94,-4.1467,0.6902,-0.6072,9.1051,-4.5423,-0.553,-0.2197,7.6887,-2.1976,1.6863,-5.3902,6.8195,-3.2983,0.9771,-16.1535,1.7649,-4.6961,-0.2103,1.0339,-8.8936,-3.08,4.0612,-11.4307,1.474,-3.799,-0.3325,-3.1086,17.4602,1.5236,0.5441,35.9067,32.4119,-0.382,0.4715,-0.9952,0.3922,18.2412,-4.6628,2.5642,161.588,-3.8892,-18.1668,5.0285,3.7188,-0.8141,2.4227,-12.5903,-3.0123,26.2381,46.6307,-16.4428,112.7963
17.0,0.17,1.6006,1.0907,0.0302,-5.2847,0.8805,1.1911,2.6183,11.6828,1.3459,1.0769,-2.8145,-8.8573,2.0691,1.5244,-1.4339,-4.4906,0.4781,1.9855,-6.4298,7.9882,0.6417,1.8724,-7.9937,-12.6072,-3.6386,-0.749,5.5387,-23.6774,-0.5376,3.6302,-11.7384,-2.5532,-6.239,-0.7624,-2.4184,15.2238,4.5986,1.7578,34.9552,29.102,-2.4559,0.7652,-18.8337,7.8316,17.1473,-5.7558,8.0046,108.5696,5.2817,17.24,-3.7832,0.7032,18.6432,-2.4611,-18.8529,2.5427,39.409,47.6693,5.1563,63.1957
18.0,0.18,-3.5957,0.8073,-0.0039,9.806,-3.2795,1.2315,-3.0884,-13.9962,-4.2201,0.6888,-0.7578,9.2854,-3.7504,-0.394,0.7602,14.5442,-1.9123,1.4949,-7.5908,9.6011,-2.3654,0.9419,-10.1939,-8.8373,-1.1922,0.8485,-1.4358,-5.28,-3.038,5.0764,-11.4543,-15.5702,-0.7182,-0.6454,-1.6284,10.1647,-0.843,0.7186,45.9774,34.9111,1.6751,-1.0475,9.1727,-3.9075,16.0804,-8.3376,18.018,157.9449,-9.8028,-24.125,-0.7234,4.6745,2.4659,-17.6509,-14.3775,-25.1303,14.7083,72.778,-20.102,100.9505
19.0,0.19,-0.463,0.1941,-0.191,-10.4639,0.3614,-0.8771,1.3385,6.3375,0.2937,1.4293,-2.7283,-9.6697,-0.046,-0.1242,-2.2292,-12.0163,-1.1522,2.4151,-5.8624,2.9549,-1.2643,0.4267,-16.3284,3.7441,-5.0717,-0.6274,-0.8431,-9.2875,-2.9374,1.0784,-11.2624,5.2883,-3.9665,0.7069,-1.1732,19.1966,1.2512,-2.5677,35.5067,25.9217,0.0248,0.1572,11.689,-4.9081,14.2371,-9.2986,12.7014,123.8618,10.4648,16.9506,0.676,-1.6608,14.5847,22.5223,1.8487,16.3235,27.7852,38.006,-31.8327,80.3035
20.0,0.2,-1.3242,0.0541,-0.1116,2.0424,-1.6715,0.0112,-0.0437,-0.3378,-2.8215,0.0495,-2.3509,-7.8292,-1.4228,0.2644,-0.4996,2.1444,-3.7406,0.5274,-6.4601,3.2173,-1.2742,2.693,-15.7132,3.5121,-0.6838,0.0591,-3.537,-1.1995,-3.4177,4.0419,-9.6095,-15.3277,-0.6551,0.4547,-1.105,1.8887,-0.0961,-0.7287,50.1463,36.2307,-1.1546,-0.4903,22.7187,-9.3375,12.487,-10.4233,2.87,85.4174,-2.0384,-2.381,-10.026,0.0184,13.2707,7.3576,-2.2307,-16.4556,2.0129,76.3299,-26.3895,23.2734
21.0,0.21,0.0321,0.541,0.2446,2.9782,0.3951,1.2704,-1.1568,-5.2017,-0.0783,0.9765,-1.3453,3.2413,-0.664,0.7776,-1.0753,-1.0359,0.4967,2.148,-6.6067,2.5693,-0.8301,1.0468,-11.7734,-3.8285,-0.3765,-0.5854,-1.3243,-10.5244,-1.1291,0.6862,-8.914,-13.6641,-1.3533,-1.2794,-0.5717,8.1713,-0.8627,-4.0343,38.4273,28.2208,1.2554,0.0684,-23.6532,9.6124,9.7236,-11.2183,-5.7338,79.6048,-2.9854,-8.3081,0.1294,-4.1593,1.7764,1.8142,-12.8082,-15.4608,17.9523,60.2901,17.3639,31.2881
22.0,0.22,-1.5143,-0.8815,-0.0045,0.7465,-2.675,-1.3416,1.3326,6.0948,-2.8841,0.3743,-2.0677,-9.3005,-1.3477,-0.7271,-0.5469,2.3418,-4.9878,1.1966,-3.387,-5.401,-0.7185,0.4731,-13.8604,3.4399,-1.7249,0.3071,-3.815,-1.973,-2.5899,0.2237,-8.5364,-8.1891,-0.972,1.6191,-0.5345,7.2318,0.5444,-4.1206,40.8168,31.8072,-0.0393,-0.8969,42.3283,-17.1647,10.2095,-12.6638,-14.967,53.3446,-0.7466,5.4765,-10.1354,1.4894,5.7145,5.5565,-1.7729,-7.5418,8.196,58.7089,-52.8331,1.1416
23.0,0.23,0.0831,-0.2944,-0.2852,-5.1438,1.2554,-0.5495,-0.3322,-1.5304,0.044,-0.8382,-1.6983,-7.1856,0.095,0.1425,-2.105,-7.9566,-0.9909,-0.3742,-6.1891,0.5876,-0.2625,1.8042,-16.0461,12.9323,-1.1604,-0.0958,-4.7703,1.793,-3.0765,0.6261,-7.5282,-9.3499,-0.6112,-0.1763,-0.587,1.5036,-1.179,-5.2502,41.8131,35.1333,-0.0098,0.3721,-8.0475,3.2684,7.5645,-11.3608,-22.2664,28.332,5.1501,3.6002,-2.0588,-2.9924,10.3613,25.2645,7.9126,-2.6574,-1.3296,62.5609,7.2092,-25.8278
24.0,0.24,-0.7716,-0.9431,0.5416,10.0335,-2.3829,-1.0195,-0.5713,-2.3573,-2.5032,0.8077,-1.2834,0.9963,-1.7982,-1.0058,0.2461,7.2612,-2.5776,1.5482,-4.8428,-2.2031,-0.8555,0.4823,-11.0708,-1.0625,0.8271,-0.4873,-2.4569,-10.0435,-0.8448,-1.4635,-4.249,-21.3785,-0.1943,1.3518,-0.3127,6.4326,-0.8036,-5.4106,31.6127,31.0239,0.3195,0.8735,12.9938,-5.3708,7.3813,-11.1274,-27.8966,30.1616,-10.0475,-12.4899,-9.1679,-2.8943,-0.7795,-5.3231,-19.417,-30.0043,15.7464,64.193,-20.4509,-12.0835
25.0,0.25,1.9175,-1.9905,-0.3448,-8.2064,2.1621,-1.2536,2.2631,10.0522,0.8502,-1.722,-1.7056,-19.1735,0.7429,-1.1663,-4.8225,-22.0391,-3.5064,-0.0789,-2.9464,-6.0701,-0.9648,-0.1413,-15.5111,22.634,-0.3677,-0.6686,-4.9847,2.832,-3.0193,-2.6824,-4.1511,-15.7343,0.2201,-1.3209,-0.4362,0.7534,-1.77,-6.9762,30.4956,34.6179,1.0584,-1.6744,2.3697,-1.0422,6.2133,-10.9401,-31.1585,17.5997,8.213,18.5123,-10.9051,-14.2379,15.0468,48.1136,11.8571,-6.0388,-2.9542,60.0069,-3.3069,-24.3977
26.0,0.26,-2.1962,-0.9897,0.5709,13.488,-3.0211,-1.9392,-2.9914,-13.3161,-3.3435,-0.5633,-0.777,10.4199,-2.4756,-0.7575,2.1573,17.61,-0.8339,-1.7697,-4.3373,-2.9187,0.6436,0.5356,-10.6208,4.8877,1.4269,-1.5706,-3.6266,-5.683,-0.5235,-0.9448,-2.6286,-16.6531,0.1128,0.8121,-0.7811,-1.4527,0.3062,-5.647,27.2732,36.9659,-0.3221,1.5594,-7.8091,3.164,5.6227,-9.6802,-24.4775,-33.8256,-13.5005,-27.1476,-3.2072,4.1139,-10.7992,-10.7149,-18.581,-28.8322,3.5231,60.3836,9.9271,-73.9084
27.0,0.27,2.0206,-2.1229,-0.3028,-7.8355,0.8594,-0.8688,4.369,19.698,1.3352,-1.7542,-1.0817,-15.8935,2.2554,-2.1613,-3.0024,-9.4371,-3.09,0.7261,-2.7326,-5.8495,1.7745,-2.2867,-10.3259,11.2595,-0.9352,0.555,-4.558,-1.0285,-3.1824,-3.6352,-0.5803,-18.9269,-0.7721,0.3886,-0.1946,3.0494,-1.7004,-6.3423,19.3793,35.7885,-0.0291,-0.0146,5.7958,-2.5384,7.0,-8.189,-38.0364,23.4345,7.8411,27.9894,-7.9787,-1.9423,12.1084,22.6898,7.4129,-10.071,3.422,56.7107,-9.3453,-7.1451
28.0,0.28,-1.4057,-2.0846,0.3805,8.9897,-0.3253,-3.3933,-4.5858,-20.7347,-2.6438,-1.7405,-0.8424,3.5303,-2.8377,-1.1658,-0.8652,1.114,-1.7581,-3.0268,-0.6485,-8.3943,-1.487,1.436,-10.4343,18.1595,0.4281,-2.1825,-3.8424,-7.1593,-1.4947,-2.7031,0.6025,-18.8481,-0.0569,-0.4971,-0.0398,5.972,-0.0495,-5.1014,14.1713,36.8995,0.6608,-0.3998,1.9182,-0.8958,5.8067,-5.5186,-25.628,-20.0895,-8.9977,-30.2054,-5.5341,-8.1206,-10.3612,18.6057,-15.7077,-27.0656,12.6109,54.4692,-8.0616,-48.286
29.0,0.29,2.4951,-2.6265,-0.0275,-2.0956,0.3897,-0.9874,4.2121,19.1247,1.1638,-1.955,-0.7203,-12.5517,2.8623,-3.9003,-0.672,2.0487,-2.1918,0.0375,-4.3583,-2.4777,3.1841,-4.8507,-6.8053,-2.3063,0.896,-1.0458,-4.4221,-5.2141,-2.1767,-4.2314,4.3266,-25.7416,-0.43,-0.0527,-0.6134,-1.3602,-1.6182,-6.7319,10.6188,39.9544,-0.6688,0.8882,-12.1744,5.0839,5.3492,-7.1448,-27.5184,-16.4782,2.095,21.6385,-10.413,3.957,12.7611,-3.3765,-2.7209,-23.5763,3.3615,62.6378,14.595,-42.9952
30.0,0.3,-2.3438,-2.246,0.0533,2.5117,-1.4175,-3.0443,-2.3139,-10.5735,-2.4874,-2.3588,-0.6747,2.4396,-2.7971,-1.2422,-1.4394,-1.2318,-1.398,-3.6414,-2.019,-5.2808,-0.5675,1.2886,-9.2099,33.5729,0.0913,-1.487,-5.6199,9.927,-3.6077,-2.1712,0.6836,-12.0154,1.6069,-0.2616,-0.8562,-3.6333,0.2398,-2.8971,5.2325,41.1437,1.6069,-0.2894,-1.7546,0.6981,8.4415,-1.553,-34.5905,1.4278,-2.5118,-13.3168,-0.0851,-4.0423,-5.6889,35.9,7.7061,-13.9949,-13.9959,46.8147,5.5918,-20.2862
31.0,0.31,3.2722,-3.134,0.0591,2.8961,2.435,-3.1842,0.3784,1.7909,1.3733,-3.7714,-0.3576,-9.8138,2.458,-3.3576,-1.4193,-1.2492,-1.631,-2.3866,-1.6908,-5.8447,2.0961,-4.9573,-5.5138,-3.551,1.2746,-1.3263,-4.2849,-17.8905,-1.0603,-5.1777,9.6475,-32.5545,-1.8212,-0.2245,0.0031,4.2416,-2.0074,-5.7841,-4.4039,36.4851,-1.8822,0.0271,2.2366,-1.0311,4.6531,-1.4099,-35.9748,0.8152,-2.8962,-1.0759,-12.6969,-4.4521,5.9456,-1.6759,-20.5795,-36.6621,21.8703,60.7923,-6.6782,-10.0301
32.0,0.32,-2.3753,-3.1342,0.0575,-1.6464,-2.333,-2.1435,0.7165,3.233,-0.7338,-1.9679,-0.8288,9.7769,-0.9456,-2.9603,0.8747,8.2286,-0.2011,-2.3923,6.0998,-15.4881,2.3564,-0.4156,-5.9177,26.3962,-0.6851,-2.152,-5.308,13.7596,-4.5365,-3.8604,2.0625,-10.6024,1.7191,0.0074,-1.0298,-3.9013,-0.6249,-1.9249,-9.5658,36.9819,1.9235,-0.2001,-0.2878,0.1246,6.1454,1.4083,-29.8354,-14.4352,1.6425,4.9506,11.4243,9.8242,-25.8916,18.5566,15.4462,-8.9409,-17.8801,36.5448,4.3124,-23.3299
33.0,0.33,0.6158,-2.1378,-0.0202,4.0432,1.0566,-3.1204,-2.0527,-9.5358,-1.6966,-3.1028,-0.113,-11.342,0.6685,-2.977,1.0353,7.9711,-3.4241,-3.219,-3.9042,-1.7752,1.9216,-4.2237,-4.49,-0.9378,1.1438,-0.892,-5.205,-4.8951,-3.2482,-2.91,10.3248,-28.6772,-0.3959,0.4613,-0.9154,-3.2425,-2.3595,-2.5942,-10.9642,43.5471,-2.001,1.4298,-5.4041,2.2867,5.1279,2.101,-32.2471,-13.9034,-4.0395,-13.7809,-15.3705,3.8993,12.2705,-8.8021,-8.9756,-34.4176,1.5444,63.0368,9.1974,-26.0273
34.0,0.34,1.4127,-3.8306,-0.031,-4.36,0.881,-2.1383,2.5152,11.5694,2.3007,-2.9702,-0.5967,0.5731,0.5238,-3.4474,-4.5115,-13.1995,0.8818,-2.4786,4.5055,-11.5668,0.2082,-2.1163,-3.7014,24.4476,1.4539,-2.6377,-4.7789,8.9521,-1.8718,-5.9232,5.1358,-14.33,2.2187,-2.3708,-1.3426,-6.292,-0.203,-1.5247,-24.9557,26.1829,1.8488,-2.1507,-5.1094,2.2161,3.9455,6.1124,-35.511,-11.7053,4.3575,16.1814,4.9755,-9.5164,-12.4804,38.3898,13.1382,-10.8061,-15.2712,27.9194,11.9841,-0.1322
35.0,0.35,-1.8729,-1.8587,-0.0256,4.2192,-1.5027,-4.0022,-2.3951,-10.9223,-2.0394,-2.9035,-0.5473,4.3213,0.6933,-2.1959,6.1859,25.5848,-1.1783,-3.8044,1.9078,-7.7824,5.0174,-2.915,-3.5294,1.3354,-1.0687,0.0563,-5.1403,-3.873,-4.9148,-2.0064,9.2266,-22.8588,-1.122,2.8832,-0.2447,3.2677,-3.7244,-0.1184,-23.4498,39.5549,-1.3305,1.7829,22.2724,-9.8101,3.4258,6.4675,-34.5183,-15.9337,-4.2156,-15.3818,0.093,22.014,-11.5328,-24.9306,-8.3559,-28.8066,7.2869,52.5018,-27.5227,-16.7188
36.0,0.36,1.5658,-2.9782,-0.1067,-4.517,2.105,-0.9979,1.1534,5.015,0.6992,-2.7075,0.1038,-12.4565,1.1588,-3.2283,-3.315,-8.5531,-2.1215,-2.2056,-1.0662,-3.8456,1.3458,-2.2339,-2.0699,20.836,2.0704,-2.9915,-3.88,12.5169,-2.3687,-4.4221,6.6132,-15.7239,2.3992,-2.7579,-2.6817,-13.6364,-2.4592,1.5228,-35.2373,17.6536,-0.1752,-1.2583,-15.2656,6.7066,-0.2228,10.1792,-29.2178,-24.3476,4.5175,9.6618,-7.8775,-4.5827,10.1739,29.9146,16.6801,-12.5007,-26.1319,22.8032,30.5542,-1.744
37.0,0.37,-0.1022,-2.8343,0.0231,1.4411,-0.5823,-3.3504,0.1046,0.6311,-0.0163,-3.2918,-0.5284,2.4165,1.0133,-2.0757,1.8068,8.6568,-0.7533,-4.3799,12.0245,-17.6088,3.4108,-2.9126,-1.7959,13.3449,0.6276,-0.6394,-4.6976,0.7456,-2.5432,-4.4298,7.8981,-18.1389,1.3093,1.4207,-0.4128,2.2687,-3.0193,-0.8695,-36.477,23.2197,1.8264,1.0706,5.9586,-2.7104,-0.4857,8.4551,-27.4548,-27.6242,-1.4414,-0.8064,0.9868,7.3457,-23.6616,4.4978,-1.1582,-21.1832,1.8381,33.2779,-8.7186,-10.2581
38.0,0.38,-0.5035,-2.045,-0.0836,-0.704,0.4988,-2.79,-1.464,-6.8296,-0.0779,-1.6424,-0.5105,2.2564,0.3254,-3.6686,2.0332,8.7114,0.0193,-1.6194,0.243,-4.2584,2.1362,-3.6996,-1.8404,4.7364,1.334,-1.9618,-2.8738,13.0579,-2.3421,-2.196,3.7002,-8.4759,2.0443,-1.2754,-2.9712,-12.515,-3.3944,4.2003,-42.3917,4.354,-1.0662,-1.4397,14.4731,-6.5539,-4.311,12.4765,-7.0088,-43.1844,0.7063,-6.2614,2.9881,9.6145,-5.5544,-4.2778,13.3049,-8.5215,-25.5165,5.9356,-3.0382,-16.3203
39.0,0.39,0.9746,-2.392,0.1343,2.064,0.9501,-1.2096,-0.1281,-0.8696,-0.3902,-2.8973,0.1074,-7.2653,2.0527,-1.7127,2.2722,9.2872,-3.0946,-3.2521,9.7789,-13.3391,4.5722,-1.9664,-0.7008,12.903,1.3417,-1.4959,-4.5145,-2.0663,-1.5421,-3.4978,8.0228,-18.3694,0.3751,0.7512,-1.8125,-4.4745,-5.8846,1.2326,-43.723,-2.0534,-1.0666,1.6908,-4.7715,2.0526,-7.6528,11.1974,-24.592,-29.8227,-2.0678,-2.9475,-9.3201,7.4444,-9.2557,3.348,-4.7355,-22.0702,-2.1036,13.1321,9.916,12.0976
40.0,0.4,-0.3904,-0.8473,-0.0157,0.3318,-0.5537,-1.5597,-0.1057,-0.3261,-0.4923,-1.6151,-0.2802,-0.6928,0.2434,-1.2211,1.478,5.9529,-0.0981,-2.7847,3.2251,-6.0262,2.8055,-1.5268,0.5476,20.8161,1.8827,-0.5416,-1.9031,13.3716,-1.4265,-1.5116,3.1241,-7.2365,2.7676,-0.4644,-3.2376,-11.2396,-4.0724,3.7305,-42.9992,-6.7791,1.1568,-0.2913,2.3312,-1.2052,-8.6441,11.1925,18.2276,-52.1024,-0.3314,-0.6719,-1.0031,5.774,-5.91,14.7613,12.5384,-8.1963,-24.5943,-0.7552,9.0293,-31.7694
41.0,0.41,0.5194,-2.6066,-0.2298,-3.0226,1.1956,-2.7609,-0.1495,-0.8018,0.6349,-1.9899,-0.0857,-3.0072,2.1021,-3.4218,2.6362,9.0089,-2.1441,-1.6283,10.8869,-13.0141,3.8249,-3.8038,-0.934,3.1379,1.3655,-1.9995,-1.8633,11.0495,-0.5727,-2.3815,-0.0063,-0.2545,2.6009,-1.0928,-2.7518,-7.0583,-5.6116,2.18,-41.1031,-32.7581,0.5874,0.1963,-6.6566,2.9191,-13.8564,8.8821,15.9862,-46.007,3.028,2.2217,0.0593,12.4029,-13.9935,-6.3138,13.5453,2.8005,-18.045,-31.572,14.7278,-1.3491
42.0,0.42,1.7958,-0.4861,0.1784,0.6333,1.5806,0.6508,0.4872,2.1776,-0.178,-1.0556,0.8044,-13.7131,2.2508,-0.139,0.8298,3.4547,-1.6923,-2.6772,3.8888,-5.546,3.9214,-0.9388,1.011,15.4857,3.0088,-0.4207,-2.1445,6.489,1.0588,-1.3105,2.6215,-6.4866,2.2984,1.4863,-4.6604,-14.0984,-5.654,3.8103,-36.5837,-34.5839,-1.3431,-0.2022,42.2591,-19.8539,-14.2562,9.8091,16.4495,-39.6336,-0.6391,1.586,-14.3453,2.8915,6.9796,12.0359,5.2906,-7.6187,-20.7437,-24.3761,-31.9022,2.2505
43.0,0.43,-1.1554,-1.1572,-0.1052,0.2474,-1.2215,-2.6602,-0.4752,-1.9575,-0.4447,-0.7962,-0.6825,5.672,0.3962,-2.3758,4.613,14.201,-2.2262,-1.2015,20.3333,-20.3633,3.8318,-2.3132,0.8529,12.7463,0.8889,-1.1775,-0.4479,12.2919,0.2183,-0.2245,-3.742,8.4319,2.5205,-0.8454,-3.1457,-5.7418,-6.1686,1.9626,-27.6535,-56.2978,1.7463,2.1681,-36.1179,16.8325,-20.0561,4.0825,53.6195,-46.6795,-0.2443,-2.2534,5.4503,14.652,-34.5867,-2.0558,11.6425,8.9577,-18.2354,-61.0371,46.1256,-13.0604
44.0,0.44,1.7812,-0.4732,-0.0038,-0.8214,2.706,1.1721,-0.5002,-2.8281,0.3404,-0.6275,0.8447,-11.6077,3.327,-0.9074,3.5329,10.8897,-1.0123,-2.5281,7.9013,-8.1403,5.1295,-2.7762,-0.1732,2.5869,3.2214,-1.2694,-0.05,11.7127,0.9047,-0.7745,1.4324,-3.8028,3.202,-1.1034,-5.7085,-14.5626,-7.7395,1.5674,-20.9976,-51.7725,-0.2203,-1.5826,25.8348,-12.8039,-18.708,3.2946,33.5717,-33.1013,0.8208,-2.0408,-10.7849,12.2463,0.1853,-8.8439,12.1834,-3.2297,-26.9102,-42.7118,-13.3197,6.1625
