# Model:
# Number_of_Rigid_Bodies:12
# Number_of_Frames:109
# Sampling_Frequency:100

# ***** Coordinates [m] *****
# Frame,Time,Body_1_X,Body_1_Y,Body_1_Ux,Body_1_Uy,Body_2_X,Body_2_Y,Body_2_Ux,Body_2_Uy,Body_3_X,Body_3_Y,Body_3_Ux,Body_3_Uy,Body_4_X,Body_4_Y,Body_4_Ux,Body_4_Uy,Body_5_X,Body_5_Y,Body_5_Ux,Body_5_Uy,Body_6_X,Body_6_Y,Body_6_Ux,Body_6_Uy,Body_7_X,Body_7_Y,Body_7_Ux,Body_7_Uy,Body_8_X,Body_8_Y,Body_8_Ux,Body_8_Uy,Body_9_X,Body_9_Y,Body_9_Ux,Body_9_Uy,Body_10_X,Body_10_Y,Body_10_Ux,Body_10_Uy,Body_11_X,Body_11_Y,Body_11_Ux,Body_11_Uy,Body_12_X,Body_12_Y,Body_12_Ux,Body_12_Uy,Mixed_Ang_Driver_1,Mixed_Ang_Driver_2,Mixed_Ang_Driver_3,Mixed_Ang_Driver_4,Mixed_Ang_Driver_5,Mixed_Ang_Driver_6,Mixed_Ang_Driver_7,Mixed_Ang_Driver_8,Mixed_Ang_Driver_9,Mixed_Ang_Driver_10,Mixed_Ang_Driver_11,Mixed_Ang_Driver_12

# ***** Velocities [m.s^-1] *****
# Frame,Time,Body_1_X,Body_1_Y,Body_1_Ux,Body_1_Uy,Body_2_X,Body_2_Y,Body_2_Ux,Body_2_Uy,Body_3_X,Body_3_Y,Body_3_Ux,Body_3_Uy,Body_4_X,Body_4_Y,Body_4_Ux,Body_4_Uy,Body_5_X,Body_5_Y,Body_5_Ux,Body_5_Uy,Body_6_X,Body_6_Y,Body_6_Ux,Body_6_Uy,Body_7_X,Body_7_Y,Body_7_Ux,Body_7_Uy,Body_8_X,Body_8_Y,Body_8_Ux,Body_8_Uy,Body_9_X,Body_9_Y,Body_9_Ux,Body_9_Uy,Body_10_X,Body_10_Y,Body_10_Ux,Body_10_Uy,Body_11_X,Body_11_Y,Body_11_Ux,Body_11_Uy,Body_12_X,Body_12_Y,Body_12_Ux,Body_12_Uy,Mixed_Ang_Driver_1,Mixed_Ang_Driver_2,Mixed_Ang_Driver_3,Mixed_Ang_Driver_4,Mixed_Ang_Driver_5,Mixed_Ang_Driver_6,Mixed_Ang_Driver_7,Mixed_Ang_Driver_8,Mixed_Ang_Driver_9,Mixed_Ang_Driver_10,Mixed_Ang_Driver_11,Mixed_Ang_Driver_12
0.0,0.0,1.2502,-0.1292,0.0006,0.1041,1.1651,-0.1019,0.1399,0.4701,1.315,-0.2121,0.2181,0.7282,1.1681,-0.1067,0.0304,-0.4752,1.4926,-0.2706,-0.0657,0.6454,1.0762,-0.1094,0.0677,-0.0539,1.2985,-0.1098,-0.0524,0.1188,1.1593,-0.0826,-0.2582,-0.7548,1.137,-0.1541,0.4542,-1.1312,0.655,0.1162,-1.0301,-2.1739,0.9064,-0.3487,1.7217,-0.0589,0.1102,0.1564,2.4629,-2.0322,-0.1041,0.3851,0.6539,-0.5797,-0.1032,0.3867,0.0253,-0.8999,-1.3509,-1.6043,-0.5001,-0.7932
1.0,0.01,1.2679,-0.1087,0.0014,0.1199,1.1766,-0.0824,0.1427,0.4887,1.3377,-0.1918,0.227,0.7809,1.1645,-0.0809,0.0362,-0.6176,1.5273,-0.2543,-0.0739,0.678,1.0413,-0.1022,0.2592,-0.2057,1.3171,-0.0857,-0.047,0.1052,1.2111,-0.0771,-0.2,-0.5714,1.0774,-0.1572,0.6187,-1.6066,0.7293,0.1278,-1.153,-2.2843,0.7395,-0.4263,2.4168,-0.1343,0.1306,0.1737,2.8031,-2.4859,-0.1199,0.3878,0.6908,-0.7377,-0.1223,0.2829,-0.0052,-0.7238,-1.84,-1.9497,-0.6933,-1.1944
2.0,0.02,1.2863,-0.0837,0.0017,0.1331,1.1938,-0.0565,0.1385,0.4825,1.3525,-0.1736,0.2221,0.7855,1.1682,-0.0522,0.0374,-0.7134,1.5481,-0.2345,-0.0866,0.7399,1.0106,-0.0892,0.5028,-0.4031,1.3384,-0.0543,-0.051,0.1129,1.2665,-0.0691,-0.1294,-0.3645,1.0303,-0.1454,0.7445,-2.0504,0.8154,0.1418,-1.2816,-2.3818,0.5948,-0.4723,2.9587,-0.2456,0.1621,0.1956,3.1208,-3.0046,-0.1331,0.3674,0.6806,-0.8465,-0.062,0.0631,-0.0098,-0.5189,-2.3093,-2.3144,-0.7801,-1.6348
3.0,0.03,1.295,-0.0561,0.0018,0.1476,1.2006,-0.0305,0.1337,0.4739,1.3709,-0.1503,0.2398,0.8759,1.1612,-0.0244,0.0373,-0.817,1.585,-0.2157,-0.0969,0.7721,0.9734,-0.0784,0.7186,-0.5858,1.3452,-0.0271,-0.0359,0.0779,1.3254,-0.0608,-0.0302,-0.0863,0.9872,-0.1296,0.7837,-2.3243,0.9186,0.1567,-1.4383,-2.5015,0.4823,-0.4943,3.4739,-0.403,0.1995,0.2264,3.4199,-3.6201,-0.1476,0.3434,0.7576,-0.9643,-0.1197,-0.1179,-0.0623,-0.2386,-2.5431,-2.7906,-1.0355,-2.1029
4.0,0.04,1.3074,-0.0306,0.0012,0.112,1.2155,-0.0047,0.1392,0.5029,1.3965,-0.1254,0.2422,0.918,1.167,0.006,0.0344,-0.9229,1.6191,-0.1912,-0.1052,0.7846,0.948,-0.0653,0.9418,-0.7847,1.3419,-0.0002,-0.0282,0.0597,1.3811,-0.0554,0.0882,0.2437,0.9497,-0.1056,0.7802,-2.5218,1.0321,0.166,-1.6054,-2.6085,0.393,-0.4897,3.8187,-0.5886,0.2412,0.2602,3.6709,-4.3313,-0.1121,0.4083,0.8346,-1.034,-0.1471,-0.3127,-0.0464,0.1466,-2.7106,-3.319,-1.2143,-2.6238
5.0,0.05,1.315,-0.0083,0.0013,0.0989,1.2253,0.0167,0.1368,0.5041,1.4089,-0.0996,0.2352,0.9253,1.1668,0.0346,0.0282,-1.0062,1.635,-0.1632,-0.1159,0.8102,0.9181,-0.0535,1.1699,-1.0035,1.3354,0.0253,-0.0094,0.016,1.4407,-0.0549,0.2073,0.5843,0.9118,-0.0849,0.7488,-2.6731,1.1551,0.1682,-1.7734,-2.6866,0.321,-0.4643,3.8282,-0.7454,0.2994,0.2956,3.7772,-5.0527,-0.0989,0.422,0.8529,-1.1037,-0.1252,-0.5469,-0.0807,0.5197,-2.7995,-3.8362,-1.1141,-3.0993
6.0,0.06,1.3185,0.0197,0.0018,0.0882,1.234,0.0368,0.1248,0.4705,1.4252,-0.0665,0.241,0.9892,1.1619,0.064,0.0197,-1.0927,1.6637,-0.1303,-0.1254,0.8246,0.8823,-0.0388,1.3805,-1.2263,1.3236,0.0468,0.0242,-0.06,1.4977,-0.0527,0.3233,0.9372,0.8776,-0.0621,0.6807,-2.718,1.2908,0.1765,-1.9227,-2.7125,0.2735,-0.4251,3.766,-0.8866,0.3812,0.3374,3.7686,-5.8165,-0.0882,0.3972,0.927,-1.179,-0.1725,-0.7674,-0.1529,0.9009,-2.7422,-4.3137,-1.0575,-3.6161
7.0,0.07,1.3147,0.0438,0.0013,0.0554,1.2369,0.0594,0.1213,0.4662,1.4354,-0.0376,0.2407,1.0323,1.1621,0.0879,0.0084,-1.1148,1.6862,-0.0959,-0.1444,0.8922,0.8581,-0.0241,1.5705,-1.4548,1.2953,0.0705,0.0559,-0.1328,1.5531,-0.0504,0.4481,1.3567,0.8359,-0.034,0.5989,-2.7082,1.4375,0.1786,-2.0797,-2.7308,0.2287,-0.3622,3.4569,-0.9539,0.4722,0.3804,3.6424,-6.6577,-0.0554,0.4251,1.0019,-1.1679,-0.1439,-1.0409,-0.1992,1.3701,-2.6343,-4.8592,-0.8038,-4.1663
8.0,0.08,1.3063,0.0656,0.0013,0.0391,1.2368,0.0818,0.1109,0.4343,1.438,-0.0128,0.2404,1.0811,1.1552,0.1146,-0.0039,-1.1312,1.6977,-0.0643,-0.1566,0.9086,0.835,-0.0108,1.7324,-1.6813,1.2632,0.0863,0.1034,-0.2417,1.6051,-0.0498,0.546,1.7566,0.7855,-0.0178,0.5169,-2.682,1.5822,0.1784,-2.211,-2.7005,0.1821,-0.3027,3.0112,-0.9403,0.5881,0.4307,3.2414,-7.2423,-0.0391,0.408,1.0657,-1.1679,-0.1727,-1.2987,-0.3015,1.7962,-2.4728,-5.328,-0.4159,-4.4537
9.0,0.09,1.2958,0.0852,0.001,-0.0172,1.2403,0.0948,0.1006,0.4024,1.4467,0.0148,0.2379,1.1271,1.1511,0.1335,-0.017,-1.1695,1.7189,-0.0311,-0.178,0.973,0.8062,0.0008,1.8705,-1.9139,1.2215,0.0975,0.1407,-0.3286,1.6409,-0.0449,0.6161,2.146,0.7367,0.0041,0.4298,-2.6061,1.7197,0.1839,-2.2965,-2.6098,0.152,-0.2394,2.6009,-0.898,0.7241,0.4768,2.6894,-7.6372,0.0172,0.431,1.1665,-1.1498,-0.1492,-1.5231,-0.3395,2.2447,-2.2878,-5.7077,-0.1041,-4.6282
10.0,0.1,1.2779,0.1005,0.0012,-0.0238,1.2308,0.108,0.0863,0.352,1.438,0.038,0.2337,1.1712,1.1372,0.1482,-0.03,-1.1523,1.7303,-0.0015,-0.2216,1.1371,0.779,0.0117,1.9575,-2.1214,1.1792,0.1092,0.1927,-0.4536,1.6781,-0.0371,0.6452,2.4884,0.6828,0.0176,0.3487,-2.5136,1.8551,0.1848,-2.3091,-2.4461,0.123,-0.1703,1.9545,-0.7286,0.8798,0.5122,2.0511,-7.8694,0.0238,0.3854,1.2155,-1.1262,-0.0208,-1.7508,-0.4679,2.5886,-2.0484,-5.9335,0.4566,-4.7739
11.0,0.11,1.2645,0.1178,0.0016,-0.0307,1.226,0.1216,0.0719,0.2989,1.4346,0.0648,0.2289,1.2194,1.1284,0.1628,-0.0419,-1.1285,1.7401,0.0318,-0.2515,1.2071,0.7634,0.0183,2.0203,-2.3295,1.1364,0.112,0.2651,-0.6301,1.7075,-0.0238,0.6321,2.7613,0.6234,0.0203,0.2705,-2.3808,1.9701,0.1982,-2.2964,-2.2743,0.0924,-0.1199,1.4636,-0.5758,1.0447,0.5582,1.3345,-7.6359,0.0306,0.3375,1.2688,-1.096,0.008,-1.9713,-0.6514,2.857,-1.7158,-6.0639,0.827,-4.5227
12.0,0.12,1.2432,0.1277,0.0009,-0.0672,1.2154,0.1313,0.0653,0.2751,1.4266,0.0804,0.2209,1.2566,1.1149,0.1709,-0.0543,-1.1257,1.7467,0.0552,-0.2938,1.3201,0.7356,0.0286,2.0362,-2.509,1.0767,0.1089,0.3315,-0.8022,1.7198,-0.0126,0.5947,3.0325,0.5578,0.0182,0.1981,-2.1875,2.0721,0.2068,-2.2315,-2.0715,0.0751,-0.0759,0.9489,-0.3882,1.2236,0.585,0.6871,-7.0434,0.0672,0.3494,1.3407,-1.0571,0.0931,-2.1214,-0.7989,3.1506,-1.3312,-6.1341,1.1739,-4.0325
13.0,0.13,1.2275,0.135,-0.0001,-0.0879,1.2072,0.1407,0.0599,0.255,1.4167,0.0915,0.2077,1.2665,1.1063,0.1703,-0.0648,-1.0991,1.7493,0.0759,-0.3498,1.4649,0.7163,0.0306,2.0406,-2.6979,1.0282,0.1099,0.3868,-0.9594,1.7283,0.0153,0.5167,3.2029,0.4948,0.0172,0.1434,-2.0698,2.1637,0.23,-2.0641,-1.8043,0.0441,-0.0367,0.477,-0.1993,1.4206,0.6031,0.1819,-6.1791,0.0879,0.3495,1.3691,-1.0104,0.2403,-2.2988,-0.9442,3.3252,-1.0428,-5.9848,1.5597,-3.4385
14.0,0.14,1.2091,0.1472,-0.0001,-0.0717,1.194,0.1484,0.0447,0.1935,1.4037,0.1108,0.2006,1.32,1.0931,0.1757,-0.0717,-1.0319,1.7516,0.1054,-0.3997,1.5599,0.704,0.0376,2.0053,-2.8571,0.9844,0.105,0.4561,-1.1658,1.7322,0.0498,0.4149,3.2938,0.4356,0.0097,0.0931,-1.892,2.2287,0.2542,-1.8543,-1.536,0.0247,-0.0139,0.1695,-0.0718,1.6095,0.6074,-0.1369,-5.0211,0.0717,0.2701,1.4044,-0.9602,0.2938,-2.4732,-1.1773,3.3844,-0.6447,-5.7261,1.7116,-2.6116
15.0,0.15,1.1894,0.1583,-0.0004,-0.0743,1.1817,0.1566,0.0328,0.1439,1.3859,0.1261,0.1852,1.3269,1.0788,0.182,-0.0787,-0.992,1.7477,0.1282,-0.4732,1.719,0.6861,0.0467,1.9534,-3.011,0.935,0.1012,0.5124,-1.361,1.7251,0.0851,0.3041,3.3649,0.378,0.0002,0.0531,-1.6851,2.2841,0.276,-1.5899,-1.2562,0.0172,0.0013,-0.1127,0.0473,1.8023,0.5908,-0.2644,-3.6955,0.0743,0.2217,1.4116,-0.9185,0.4629,-2.611,-1.3768,3.4456,-0.2337,-5.4029,1.8091,-1.6747
16.0,0.16,1.1643,0.1649,-0.0022,-0.0916,1.1692,0.1625,0.0185,0.0818,1.364,0.136,0.1691,1.3237,1.059,0.176,-0.0857,-0.9684,1.735,0.1455,-0.5451,1.8397,0.6639,0.0487,1.8514,-3.1022,0.8868,0.1013,0.5325,-1.48,1.7031,0.1275,0.1857,3.4074,0.33,-0.0026,0.0239,-1.5275,2.3237,0.3,-1.2675,-0.9625,0.0036,0.0087,-0.1854,0.0776,1.9983,0.5615,-0.2164,-2.1358,0.0917,0.1755,1.4238,-0.8781,0.6049,-2.6573,-1.4777,3.4968,0.0432,-5.0013,1.7295,-0.5517
17.0,0.17,1.1491,0.172,-0.0028,-0.0981,1.1563,0.1672,0.0159,0.0709,1.3501,0.1445,0.1533,1.3248,1.0467,0.1807,-0.0934,-0.9522,1.7265,0.1634,-0.6095,1.912,0.6507,0.0627,1.7289,-3.1574,0.8454,0.0967,0.5625,-1.6454,1.6861,0.1662,0.0636,3.407,0.2796,-0.0076,0.0016,-1.3643,2.3561,0.3141,-0.9121,-0.6715,-0.0106,0.0145,-0.2904,0.121,2.1744,0.5106,-0.0904,-0.7795,0.0982,0.1709,1.4296,-0.8562,0.6942,-2.6598,-1.6369,3.4983,0.3727,-4.5369,1.6795,0.3501
18.0,0.18,1.1393,0.1812,-0.0027,-0.0752,1.1443,0.1791,0.0136,0.06,1.3359,0.1531,0.138,1.3263,1.0384,0.1859,-0.0968,-0.902,1.7195,0.1802,-0.6847,1.9985,0.6422,0.0763,1.632,-3.2654,0.8216,0.097,0.5771,-1.7929,1.669,0.2098,-0.0554,3.3205,0.2448,-0.014,-0.0142,-1.2379,2.376,0.3275,-0.5062,-0.3636,-0.0146,0.013,-0.3428,0.1414,2.3399,0.4405,0.0664,0.5604,0.0753,0.1369,1.4062,-0.8297,0.801,-2.7601,-1.8041,3.389,0.6434,-3.9401,1.6093,1.1877
19.0,0.19,1.1187,0.1861,-0.0037,-0.0801,1.1298,0.1809,0.005,0.022,1.3164,0.1635,0.1218,1.3242,1.0195,0.1832,-0.1028,-0.8879,1.7043,0.1993,-0.7576,2.0589,0.6244,0.0828,1.4944,-3.2945,0.7899,0.0981,0.5618,-1.8655,1.6387,0.2407,-0.1672,3.2778,0.2211,-0.0133,-0.0249,-1.0902,2.3789,0.3179,-0.0979,-0.0674,-0.0062,0.0084,-0.2405,0.0983,2.4911,0.352,0.2088,1.9812,0.0801,0.1028,1.4075,-0.8114,0.8866,-2.7407,-1.8638,3.3549,0.8557,-3.396,1.3508,2.1082
20.0,0.2,1.1095,0.1871,-0.0054,-0.1232,1.1232,0.1764,0.0114,0.052,1.3037,0.1707,0.0996,1.237,1.012,0.1837,-0.1173,-0.9372,1.6799,0.2134,-0.8234,2.0885,0.6114,0.0983,1.3338,-3.2541,0.7608,0.0952,0.5366,-1.9163,1.6063,0.2658,-0.2761,3.2306,0.1981,-0.007,-0.0327,-0.9856,2.3841,0.3008,0.3349,0.2443,-0.0119,0.0066,-0.0711,0.0289,2.6245,0.2527,0.2438,3.0464,0.1233,0.1767,1.3622,-0.8186,1.0264,-2.5894,-1.8621,3.3584,1.0015,-2.8223,1.0636,2.636
21.0,0.21,1.1025,0.19,-0.0049,-0.101,1.1168,0.1828,0.0054,0.0245,1.2894,0.1758,0.0846,1.2143,1.0015,0.189,-0.1255,-0.9307,1.6639,0.2264,-0.8919,2.1152,0.601,0.1172,1.1995,-3.2562,0.7546,0.0925,0.5098,-1.9702,1.5818,0.2891,-0.3683,3.0927,0.1881,-0.0109,-0.0395,-0.9359,2.3783,0.2756,0.7792,0.5725,-0.0114,0.0045,-0.0761,0.0308,2.7357,0.1436,0.1765,3.8917,0.1011,0.1264,1.3162,-0.8355,1.1009,-2.5482,-1.9292,3.2086,1.0957,-2.1416,1.0195,2.9206
22.0,0.22,1.0945,0.1882,-0.0037,-0.0848,1.1054,0.1824,0.0063,0.0287,1.2746,0.1824,0.0694,1.1846,0.9913,0.1891,-0.1335,-0.9234,1.6416,0.2427,-0.945,2.0994,0.5931,0.1247,1.0695,-3.2567,0.7433,0.0909,0.4802,-2.0275,1.5614,0.2932,-0.4527,2.9865,0.1766,-0.0088,-0.0437,-0.8593,2.3752,0.2328,1.1746,0.8833,-0.0053,0.0003,0.0178,-0.0073,2.8357,0.0233,0.0125,4.5765,0.0848,0.1143,1.2693,-0.8457,1.1381,-2.5121,-1.9939,3.0985,1.2205,-1.5447,0.8419,3.0964
23.0,0.23,1.0869,0.1822,-0.0052,-0.1085,1.0982,0.1729,0.0111,0.0511,1.2602,0.1801,0.0534,1.1031,0.9848,0.1862,-0.1466,-0.9507,1.6117,0.2466,-0.9939,2.0753,0.5881,0.1361,0.9207,-3.1727,0.7282,0.092,0.4353,-2.0239,1.5312,0.2968,-0.5322,2.8989,0.1689,-0.0014,-0.048,-0.8163,2.3703,0.1842,1.586,1.2354,-0.0055,-0.0023,0.1888,-0.077,2.9254,-0.0975,-0.2276,4.9841,0.1086,0.161,1.2112,-0.8507,1.2186,-2.3587,-1.9566,3.0492,1.2496,-0.9306,0.6148,2.9668
24.0,0.24,1.083,0.176,-0.0041,-0.0861,1.0925,0.165,0.0066,0.0316,1.2479,0.18,0.0414,1.0727,0.9762,0.1821,-0.1567,-0.9542,1.5939,0.2521,-1.0506,2.0662,0.5823,0.1479,0.7905,-3.1105,0.7258,0.0891,0.3987,-2.0597,1.5096,0.2917,-0.5895,2.7431,0.165,0.0046,-0.0518,-0.7773,2.3581,0.1289,1.9445,1.5869,-0.0039,0.0039,0.2133,-0.0876,3.0011,-0.2101,-0.5176,5.2796,0.0862,0.1185,1.1577,-0.8783,1.2663,-2.2593,-2.0068,2.8854,1.316,-0.2899,0.5494,2.7822
25.0,0.25,1.0883,0.1614,-0.0031,-0.0779,1.0913,0.1536,0.0148,0.0692,1.2395,0.1755,0.0283,0.9839,0.9708,0.1714,-0.1791,-1.0262,1.5637,0.2593,-1.0905,2.0235,0.5734,0.1498,0.6597,-3.004,0.7276,0.0832,0.3589,-2.0917,1.4886,0.2701,-0.6246,2.5543,0.1654,0.005,-0.0548,-0.7422,2.3434,0.0644,2.2431,1.9367,0.003,-0.0001,0.291,-0.1204,3.0703,-0.3205,-0.8493,5.5044,0.0779,0.1487,1.0604,-0.961,1.3353,-2.0507,-2.0392,2.7014,1.375,0.3395,0.4303,2.5928
26.0,0.26,1.0866,0.1466,-0.0021,-0.0515,1.0868,0.1377,0.0109,0.0519,1.2268,0.1642,0.019,0.941,0.9618,0.1621,-0.1945,-1.0475,1.5418,0.2498,-1.1285,1.9815,0.5715,0.1524,0.5369,-2.8632,0.7326,0.0721,0.3155,-2.1034,1.4696,0.2509,-0.6509,2.3855,0.1672,0.0025,-0.0604,-0.7457,2.3339,-0.0014,2.515,2.3174,0.0067,-0.0006,0.2639,-0.1101,3.1307,-0.4233,-1.1538,5.4081,0.0515,0.1045,0.9909,-1.0112,1.3594,-1.8641,-2.0704,2.5185,1.3758,0.9522,0.4632,2.0973
27.0,0.27,1.0855,0.1311,-0.0007,-0.0235,1.0759,0.1237,0.0177,0.0832,1.2167,0.1527,0.0105,0.9159,0.9606,0.1478,-0.1974,-1.0061,1.5224,0.2446,-1.1627,1.9351,0.5836,0.1439,0.4368,-2.7826,0.7348,0.0669,0.2732,-2.1331,1.4499,0.2265,-0.6594,2.2011,0.1642,0.0086,-0.0654,-0.7389,2.3251,-0.064,2.722,2.7007,0.005,0.0071,0.2549,-0.1072,3.1948,-0.5113,-1.4585,5.3451,0.0235,0.1084,0.9375,-0.9993,1.3613,-1.8073,-2.122,2.316,1.4056,1.5408,0.4663,1.6948
28.0,0.28,1.0885,0.1101,-0.0002,-0.0164,1.0785,0.1025,0.0162,0.0771,1.2098,0.1353,0.003,0.855,0.9574,0.1314,-0.2168,-1.0473,1.4979,0.2329,-1.1815,1.8677,0.5848,0.1399,0.3368,-2.6316,0.7324,0.0588,0.2305,-2.1742,1.4259,0.1932,-0.6496,2.0028,0.16,0.0082,-0.0661,-0.6935,2.3147,-0.1246,2.8639,3.0843,0.0082,0.0051,0.2936,-0.1246,3.26,-0.579,-1.7935,5.3371,0.0164,0.0951,0.8696,-1.0506,1.3738,-1.5989,-2.1649,2.1171,1.4867,2.1067,0.3786,1.4116
29.0,0.29,1.094,0.0866,0.0016,0.019,1.0787,0.0806,0.0143,0.0685,1.2022,0.117,-0.0037,0.8115,0.9574,0.1064,-0.2245,-1.0307,1.4782,0.218,-1.205,1.8137,0.5933,0.1233,0.2573,-2.5537,0.7392,0.0426,0.1868,-2.2353,1.4071,0.1568,-0.6147,1.771,0.1578,0.0057,-0.0686,-0.6709,2.3047,-0.1873,2.9578,3.4849,0.0082,0.0076,0.2432,-0.1042,3.3166,-0.6411,-2.0649,5.1427,-0.0191,0.0507,0.7904,-1.0717,1.3841,-1.5266,-2.2571,1.8513,1.5658,2.6987,0.4107,0.9628
30.0,0.3,1.0947,0.0623,0.0018,0.0229,1.0734,0.0604,0.0233,0.1101,1.1952,0.0954,-0.009,0.7624,0.9574,0.0808,-0.2341,-1.0254,1.4601,0.1997,-1.2393,1.7782,0.6063,0.1055,0.1784,-2.395,0.7444,0.0298,0.1347,-2.2125,1.3779,0.1228,-0.5779,1.5732,0.1637,0.0043,-0.0758,-0.6959,2.2964,-0.2392,3.0031,3.9048,0.0129,0.0106,0.175,-0.0754,3.3863,-0.6831,-2.3757,5.0549,-0.023,0.0893,0.7377,-1.0725,1.4224,-1.3641,-2.2347,1.6492,1.5139,3.2519,0.5101,0.6532
31.0,0.31,1.0995,0.0354,0.0025,0.0516,1.0784,0.0293,0.0135,0.0655,1.1895,0.0648,-0.0134,0.7275,0.9557,0.0583,-0.248,-1.0368,1.445,0.1695,-1.2572,1.7219,0.614,0.0878,0.1138,-2.2465,0.7515,0.0158,0.0867,-2.2529,1.3545,0.0838,-0.5167,1.3405,0.1627,0.0017,-0.0803,-0.6931,2.2864,-0.2868,2.9733,4.3079,0.0115,0.0093,0.1771,-0.0767,3.4527,-0.6965,-2.7449,5.044,-0.0517,0.0149,0.674,-1.1156,1.4211,-1.197,-2.3014,1.3818,1.5542,3.7988,0.5054,0.5042
32.0,0.32,1.1041,0.0039,0.0031,0.0597,1.0788,0.0026,0.0189,0.09,1.1924,0.0361,-0.0182,0.728,0.963,0.0267,-0.2504,-1.0019,1.4356,0.1455,-1.2363,1.6186,0.636,0.0611,0.0588,-2.1284,0.7548,-0.0019,0.0345,-2.2758,1.3266,0.0365,-0.4469,1.117,0.1621,0.0009,-0.085,-0.6907,2.2722,-0.3298,2.8723,4.6859,0.0118,0.0085,0.1889,-0.0822,3.5072,-0.6957,-3.1077,4.9647,-0.0597,0.0319,0.6666,-1.0904,1.3245,-1.1096,-2.3309,1.1408,1.5777,4.2938,0.4905,0.359
33.0,0.33,1.0955,-0.0223,0.0034,0.0736,1.0723,-0.0236,0.012,0.0578,1.18,0.0108,-0.023,0.7209,0.9616,-0.0025,-0.2391,-0.92,1.4172,0.1176,-1.2236,1.5364,0.6575,0.0382,0.0126,-2.0031,0.7576,-0.017,-0.0167,-2.2339,1.2879,0.0007,-0.3764,0.912,0.1687,0.0032,-0.0949,-0.7264,2.2564,-0.3562,2.7405,5.0996,0.0114,0.0146,0.1598,-0.0699,3.5643,-0.6771,-3.4396,4.8049,-0.0737,-0.0149,0.6456,-1.0225,1.2582,-1.0649,-2.3029,0.9108,1.4989,4.8034,0.5588,0.1193
34.0,0.34,1.1058,-0.0522,0.0033,0.074,1.0819,-0.05,0.0143,0.0673,1.1828,-0.0195,-0.0256,0.6681,0.9674,-0.0345,-0.2547,-0.9455,1.4044,0.089,-1.2209,1.4715,0.6681,0.0065,-0.0263,-1.8845,0.7711,-0.0347,-0.0671,-2.2164,1.2623,-0.0458,-0.2901,0.6886,0.1778,-0.0064,-0.1066,-0.7738,2.2426,-0.3809,2.5281,5.4612,0.0106,0.0111,0.1081,-0.0476,3.6104,-0.6348,-3.8001,4.6571,-0.0741,-0.0055,0.5927,-1.0515,1.258,-0.9174,-2.2868,0.6715,1.434,5.2716,0.6636,-0.0067
35.0,0.35,1.1036,-0.0807,0.0031,0.0753,1.0786,-0.0806,0.0146,0.0695,1.1837,-0.0489,-0.0307,0.6937,0.9733,-0.0625,-0.2464,-0.8819,1.4027,0.0575,-1.1893,1.3787,0.6943,-0.0183,-0.0575,-1.7559,0.7734,-0.0476,-0.1159,-2.1944,1.2284,-0.087,-0.2114,0.495,0.1831,-0.0039,-0.115,-0.7878,2.222,-0.3925,2.2651,5.802,0.0132,0.0092,0.1941,-0.0855,3.648,-0.5715,-4.1862,4.5009,-0.0754,-0.0047,0.6171,-0.9894,1.1405,-0.8524,-2.2682,0.4617,1.3991,5.6917,0.5847,-0.0813
36.0,0.36,1.1024,-0.1049,0.0025,0.0759,1.0816,-0.1057,0.0083,0.0397,1.1768,-0.0769,-0.0329,0.6534,0.9825,-0.0894,-0.2294,-0.7969,1.386,0.0275,-1.1842,1.3228,0.7261,-0.0441,-0.0834,-1.6448,0.7791,-0.0624,-0.1622,-2.1561,1.1921,-0.1211,-0.1258,0.2939,0.1893,-0.0032,-0.1294,-0.8389,2.1905,-0.3891,1.9453,6.1016,0.0057,0.0119,0.2291,-0.1017,3.6651,-0.4875,-4.5324,4.2676,-0.076,-0.0356,0.5765,-0.9038,1.1346,-0.8282,-2.2336,0.243,1.3112,6.0865,0.5987,-0.1788
37.0,0.37,1.1097,-0.1339,0.0022,0.0621,1.0891,-0.1273,0.0144,0.0671,1.18,-0.1068,-0.034,0.6041,0.9933,-0.1156,-0.236,-0.7949,1.3715,-0.0055,-1.1302,1.2179,0.75,-0.0695,-0.0986,-1.475,0.7929,-0.0805,-0.2035,-2.093,1.1673,-0.1664,-0.0488,0.1182,0.2076,-0.01,-0.146,-0.8947,2.1623,-0.388,1.5731,6.3207,0.014,0.011,0.1833,-0.0819,3.6626,-0.394,-4.8383,3.9787,-0.0621,0.0062,0.5413,-0.8898,1.0689,-0.6591,-2.1605,0.0654,1.1943,6.3887,0.7064,-0.2509
38.0,0.38,1.107,-0.1583,0.002,0.0676,1.0886,-0.158,0.0076,0.0358,1.1793,-0.1314,-0.0388,0.6273,0.9999,-0.1441,-0.2158,-0.7082,1.3675,-0.0354,-1.0669,1.1128,0.7776,-0.1024,-0.1131,-1.3842,0.8034,-0.0935,-0.2413,-2.0294,1.143,-0.2006,0.0124,-0.0208,0.2241,-0.0093,-0.1631,-0.9449,2.1297,-0.3734,1.1652,6.4689,0.0177,0.0091,0.2854,-0.1282,3.6394,-0.289,-5.0351,3.6013,-0.0677,-0.0313,0.5591,-0.8067,0.9251,-0.6577,-2.107,-0.0917,1.0829,6.6011,0.6465,-0.3857
